instance,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143
instance_8,1.0,2728.0,1442.0,6783.0,0.0,0.0,0.0,0.00604672,0.0447846,0.5,1005.66,1364.0,0.0,1364.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1364.0,0.5,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.37179,0.913632,-512.0,-512.0,1.89182,1.0,2.92144,0.0,2.0,2.0,0.0,0.0,-52.1096,-0.591275,-55.0894,-0.477925,1.0,0.0,0.00206335,11.896,169.089,118.48,84.5444,59.2402,119.564,83.7783,2.81207,1.0,3.92856,0.0,2.97287,3.0,0.0546444,0.0,0.971567,0.506962,1.02713,0.158161,0.00337397,99.7667,0.00278414,9.53069,0.0,0.0,0.0,0.0,0.0,0.0,4.70388,2.0,2.54969,0.0,2.48644,2.0,0.201017,1.0,-51.138,-0.601043,-27.0312,-1.24571,0.338614,1.60921,0.905248,0.219618,84.5444,119.023,42.2722,59.5117,59.7819,84.1622,0.0732647,317.0,0.0,9.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.01,-512.0,1405.0,2691.0,6709.0,39.0,0.0,38.0,56.0,47.0,2.0
instance_7,1.0,1335.0,3047.0,16108.0,0.0,0.0,0.0,0.0809619,0.148948,0.5,0.0,1335.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1335.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.50818,0.894264,1.28159,0.642883,0.0197605,9.77812,5.28651,2.0,1.06707,12.0,12.0659,11.0,0.432359,9.0,3.76961,1.74751,8.60375,0.411125,0.646821,0.413967,0.0486423,3.91912,0.000749064,0.0273588,7.49064e-05,0.00273588,0.000236875,0.0086516,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,5.28651,2.0,1.06707,12.0,12.0659,11.0,0.432359,9.0,3.76961,1.74751,8.60375,0.411125,0.646821,0.413967,0.0486423,3.91912,0.000749064,0.0273588,7.49064e-05,0.00273588,0.000236875,0.0086516,1.0,39.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.03,-512.0,1771.0,1219.0,12207.0,5143.0,0.0,1.0,0.0,0.0,0.0
instance_24,1.0,154978.0,277594.0,788969.0,0.0,0.0,0.0,0.656893,1.73941,7.74585,33246.2,0.0,26287.0,128691.0,0.0,0.0,0.0,0.169618,0.830382,0.0,0.0,26287.0,0.169618,26287.0,1.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,18.2964,1.96162,0.0,0.0,0.847108,1.0,0.666591,1.0,8.94556,3.0,46.5211,0.0,-8.01823,-1.64701,-84.6735,-72.0239,-512.0,-512.0,3.60238e-06,526.871,0.426234,45.6668,0.000103476,0.0123009,0.00648028,0.748511,1.99506,1.0,1.34784,2.0,4.30346,3.0,1.77131,8.0,0.500001,0.978321,1.07853,6.63787,0.00165202,18.5426,0.0460871,2.47818,0.035562,1.67512,0.0146473,1.67255,0.0210126,1.67258,2.84217,2.0,0.852,1.0,5.09085,3.0,33.6963,8.0,-7.51823,-1.7707,-13.4665,-186.527,0.00165202,18.5426,0.536621,0.81303,0.101827,18.8701,0.0121804,1.52413,0.0185477,1.55501,1.0,0.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.29,-512.0,277589.0,154973.0,788964.0,-512.0,0.0,0.0,0.0,0.0,0.0
instance_115,1.0,19846.0,18329.0,120512.0,0.0,0.0,0.0,0.010927,0.0593727,0.5,0.0,19846.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19846.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.279713,2.14865,0.159236,2.29783,0.0,0.0,6.57494,5.0,1.0319,12.0,6.07236,5.0,0.503516,8.0,10.5875,6.22034,9.77824,2.23047,0.894441,0.228132,0.0736269,2.97524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,6.57494,5.0,1.0319,12.0,6.07236,5.0,0.503516,8.0,10.5875,6.22034,9.77824,2.23047,0.894441,0.228132,0.0736269,2.97524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.07,-512.0,18125.0,19726.0,120149.0,62644.0,0.0,0.0,0.0,0.0,0.0
instance_52,1.0,28718.0,50108.0,310792.0,0.0,0.0,0.0,0.199727,0.975134,16.0,0.0,28236.0,482.0,0.0,0.0,0.0,0.983216,0.0167839,0.0,0.0,0.0,28718.0,1.0,0.0,0.0,2.17818,2.0,0.786492,0.0,534.397,1.5224,1.41467,2.54084,-512.0,-512.0,6.20244,7.0,0.240715,3.0,10.8222,2.0,6.98307,0.0,-19.4168,-60.7522,-33.879,-2.46532,0.123459,3.24885,1.68321,0.290545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,6.20244,7.0,0.240715,3.0,10.8222,2.0,6.98307,0.0,-19.4168,-60.7522,-33.879,-2.46532,0.123459,3.24885,1.68321,0.290545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,235.0,7.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.23,-512.0,17209.0,8757.0,76994.0,40665.0,235.0,152.0,2.0,460.0,10.0
instance_14,1.0,2500.0,1750.0,5000.0,0.0,0.0,0.0,0.00541463,0.0283284,0.463415,40.4268,1250.0,0.0,1250.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1250.0,0.5,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,36894400000.0,-512.0,-512.0,0.714286,1.0,0.632456,1.0,1.0,1.0,0.0,0.0,-58.5714,-0.632456,-82.0,-0.0,-512.0,-512.0,0.0,0.0,5.4752,2.92735,5.4752,2.92735,5.4752,2.92735,2.14286,1.0,1.13886,5.0,3.0,3.0,0.0,0.0,0.714286,0.632456,1.0,0.0,0.0,10000000000.0,0.132668,3.10749,0.0,0.0,0.0,0.0,0.0,0.0,2.85714,2.0,0.744688,4.0,2.0,3.0,0.5,2.0,-57.8571,-0.632456,-40.5,-1.02469,0.0,10000000000.0,0.829742,0.510421,2.7376,3.43208,2.7376,3.43208,2.7376,3.43208,0.0405865,957.0,0.0,51.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,1153.0,1704.0,3408.0,31.0,0.0,18.0,565.0,49.0,31.0
instance_12,1.0,48738.0,21732.0,257532.0,0.0,0.0,0.0,6.42008,800.727,99999.0,81.2432,46667.0,106.0,1965.0,0.0,0.0,0.957507,0.00217489,0.0403176,0.0,0.0,46773.0,0.959682,0.0,0.0,4820850.0,2.0,21.0821,0.0,30.3456,54.4939,0.0846045,3.28933,-0.448276,-1.1094,10.8841,5.0,2.30373,17.0,5.05704,2.0,3.94144,2.0,4.8921,3.7831,2.273,20.4837,0.264289,1.52967,0.685305,1.21052,0.0174077,0.438261,0.000236253,0.00733633,0.00190236,0.0523975,0.966271,1.0,1.48338,2.0,10.6865,4.0,2.8702,11.0,-0.683261,-1.98537,-7.55655,-4.07583,-0.415513,-1.03268,0.0941111,3.1943,0.0,0.0,0.0,0.0,0.0,0.0,11.8504,6.0,2.1937,18.0,5.28401,2.0,3.88044,2.0,4.20884,4.15397,1.8767,24.548,0.181163,2.56284,0.750455,1.02327,0.0167059,0.429349,0.000226728,0.00718707,0.00182566,0.0513317,1.0,0.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.44,-512.0,19391.0,17288.0,178761.0,57646.0,0.0,0.0,0.0,0.0,0.0
instance_195,1.0,9234.0,21738.0,243106.0,0.0,0.0,0.0,0.00918757,0.0662074,0.5,-11.9372,9086.0,0.0,148.0,0.0,0.0,0.983972,0.0,0.0160277,0.0,0.0,9086.0,0.983972,0.0,0.0,2.0,2.0,0.0,0.0,3.75902,0.784096,0.0789474,3.35327,-4.20609,-0.677673,6.3729,1.0,3.64358,8.0,15.247,16.0,0.226138,7.0,-2.30758,-10.3576,-5.52083,-0.531837,0.907636,0.0834367,0.0361998,6.46273,0.031477,0.433441,0.00160246,0.020894,0.00708595,0.0948283,4.81056,4.0,0.625178,7.0,706.568,41.0,1.42024,2603.0,0.0592511,4.16158,8.7027,91.6155,0.0610296,12.0868,0.623304,0.792541,0.0427927,0.084318,0.00924184,0.00985394,0.0169988,0.0164667,11.1835,6.0,2.00871,11.0,26.3273,16.0,5.84611,7.0,-2.24833,-10.634,-5.29285,-19.0817,0.463238,1.47536,0.720704,0.662033,0.0316584,0.430088,0.0017249,0.0207855,0.00724483,0.0940966,0.692625,1338.0,0.0,2.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.11,-512.0,5850.0,2275.0,53857.0,15886.0,0.0,31.0,26.0,42.0,5.0
instance_3,1.0,2013.0,233.0,2745.0,0.0,0.0,0.0,0.00608289,0.0530937,1.11111,2879.07,1464.0,183.0,366.0,0.0,0.0,0.727273,0.0909091,0.181818,0.0,0.0,1647.0,0.818182,0.0,0.0,25.4444,2.0,2.60611,211.0,0.0,0.0,0.0,1955590000000.0,-512.0,-512.0,7.06867,9.0,0.522708,9.0,1.0,1.0,0.0,0.0,-513.657,-0.522708,-72.6667,-0.901513,-512.0,-512.0,0.708055,0.522708,136.078,132.245,136.078,132.245,136.078,132.245,4.71245,2.0,1.17418,12.0,3.0,3.0,0.0,0.0,1.57082,0.522708,1.0,0.0,5.42101e-20,7423900.0,0.0584076,3.36186,0.0,0.0,0.0,0.0,0.0,0.0,11.7811,11.0,0.206562,3.0,1.36364,1.0,0.565685,2.0,-512.086,-0.522708,-59.2727,-1.1087,5.42101e-20,7423900.0,0.919537,0.407736,111.336,130.628,111.336,130.628,111.336,130.628,0.0604981,2489.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,233.0,2013.0,2745.0,-512.0,0.0,0.0,3.0,216.0,6.0
instance_206,1.0,4714.0,8980.0,26940.0,0.0,0.0,0.0,0.0156979,0.0885944,0.5,0.0,4714.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4714.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,-512.0,-512.0,0.316716,1.46881,3.0,3.0,0.0,0.0,5.71489,2.0,11.7859,0.0,1.48107,0.577162,2.82138,14.545,0.666667,1.11803,0.0,0.0,0.952482,0.212744,0.476241,0.106372,0.673506,0.150433,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,3.0,3.0,0.0,0.0,5.71489,2.0,11.7859,0.0,1.48107,0.577162,2.82138,14.545,0.666667,1.11803,0.0,0.0,0.952482,0.212744,0.476241,0.106372,0.673506,0.150433,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.01,-512.0,631.0,370.0,1891.0,-512.0,0.0,0.0,0.0,0.0,3.0
