instance,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37
instance_44,19264629.0,22951677.0,0.53007,137.53706,57.84184,20.0,252.0,0.83936,0.0,0.0,0.0,0.01541,0.01541,0.0,0.0,0.0,1e-05,1e-05,0.68003,0.45387,0.0,1.0,1.0,0.53422,0.0,0.0,1.0,1.0,0.46858,0.48308,0.73098,0.0,0.0,0.0,0.01541,0.01541,0.73098
instance_438,62161.0,294540.0,0.00638,279.51065,130.86116,1.0,341.0,0.21104,4e-05,5.10909,0.0,0.00334,0.00333,4e-05,2.56996,2e-05,0.00545,0.00544,0.7732,0.21315,0.0,1.0,1.0,0.71912,0.33883,0.0,1.0,1.0,0.03031,0.65319,0.99893,2e-05,0.0,0.0,0.00119,0.00119,0.40217
instance_155,54720.0,243657.0,0.02128,47002.52344,8570.01172,162.0,50000.0,0.22458,5e-05,2.73983,2e-05,0.00138,0.00136,5e-05,0.39374,2e-05,0.00018,0.00016,0.46825,0.2108,0.09091,0.5,0.40909,0.49872,0.54006,0.0,1.0,1.0,0.02131,0.2128,0.97872,4e-05,0.0,1e-05,0.00103,0.00102,0.80852
instance_563,3471.0,21670.0,0.12386,1533.23022,4752.73779,8.0,103956.0,0.16018,0.00064,2.05873,9e-05,0.03147,0.03138,0.00064,0.45635,0.00029,0.01613,0.01585,0.35496,0.74538,0.01351,0.99839,0.98488,0.34526,0.8715,0.0,1.0,1.0,0.13004,0.79802,0.87457,0.00042,0.0,0.0,0.02866,0.02866,0.79778
instance_222,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20205,1.28847,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_588,11302.0,63379.0,0.11403,2868.34326,10323.33984,4.0,255300.0,0.17832,0.00021,5.48971,2e-05,0.07626,0.07624,0.00022,0.45444,9e-05,0.00779,0.0077,0.42363,0.51259,0.01724,1.0,0.98276,0.51783,0.53561,0.0,1.0,1.0,0.1621,0.48401,0.95028,7e-05,0.0,2e-05,0.00677,0.00675,0.4833
instance_50,2521884.0,3074750.0,0.36967,108.63567,94.34657,16.0,238.0,0.82019,0.0,0.0,0.0,0.00189,0.00189,0.0,0.0,0.0,8e-05,8e-05,0.79502,0.36114,0.00017,1.0,0.99983,0.74893,0.0,0.0,1.0,1.0,0.61947,0.67728,0.91983,0.0,0.0,0.0,0.00189,0.00189,0.99433
instance_241,18169.0,112632.0,0.16218,2549298.75,5638546.0,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.21281,1.2413,0.0,0.99979,0.99979,0.47716,0.47145,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_310,69420.0,295717.0,0.0053,2.36926,0.98561,2.0,5.0,0.23475,5e-05,5.31812,0.0,0.00355,0.00355,5e-05,0.28162,1e-05,0.00036,0.00035,0.45473,0.30296,0.0,0.875,0.875,0.19669,1.2275,0.0,1.0,1.0,0.00623,0.30354,0.43333,5e-05,0.0,0.0,0.00355,0.00355,0.96786
instance_69,12720.0,2011500.0,0.00087,46941.57812,8613.13965,258.0,50000.0,0.00632,0.00024,0.0,0.00024,0.00024,0.0,0.00024,0.02112,8e-05,0.00024,0.00016,0.33345,0.00139,0.33263,0.33474,0.00211,0.33215,0.05504,0.0,1.0,1.0,0.00087,0.00087,1.0,0.00024,0.0,0.00024,0.00024,0.0,1.0
instance_190,18169.0,112632.0,0.16218,3371996.75,6266071.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.2242,1.20059,0.0,0.99979,0.99979,0.48604,0.4644,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_497,213655.0,3695461.0,0.00514,563.27606,99.85713,1.0,581.0,0.05782,1e-05,3.43285,0.0,0.00049,0.00049,1e-05,1.7604,0.0,0.00271,0.00271,0.76789,0.29379,0.05128,0.98947,0.93819,0.7198,0.3313,0.0,1.0,1.0,0.02009,0.603,0.99984,0.0,0.0,0.0,0.00015,0.00015,0.37228
instance_610,844.0,4211.0,0.16006,1549.15723,3114.01074,20.0,38308.0,0.20043,0.00296,1.68664,0.00047,0.12491,0.12444,0.00296,0.45492,0.00118,0.01066,0.00948,0.47138,0.49824,0.04167,0.9981,0.95643,0.43281,0.73409,0.0,1.0,1.0,0.16409,0.61933,0.76656,0.00126,3.42147,0.00024,0.12467,0.12444,0.61506
instance_227,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19239,1.3189,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_276,18169.0,112632.0,0.16218,2549298.75,5638546.0,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.21264,1.24248,0.0,0.99979,0.99979,0.47716,0.47145,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_528,307678.0,13856421.0,0.00364,1.0,0.0,1.0,1.0,0.0222,1e-05,0.0,0.0,4e-05,4e-05,1e-05,0.17464,0.0,2e-05,1e-05,0.57957,0.3472,0.0,0.99663,0.99663,0.63608,0.24682,0.0,1.0,1.0,0.00364,0.03737,0.22814,0.0,0.0,0.0,2e-05,2e-05,0.08946
instance_597,2833.0,16157.0,0.13524,1602.67737,4812.99707,4.0,78452.0,0.17534,0.0008,2.07403,0.00012,0.03553,0.0354,0.0008,0.45366,0.00035,0.00882,0.00847,0.3557,0.73376,0.02703,0.99808,0.97105,0.37566,0.78466,0.0,1.0,1.0,0.14192,0.7817,0.86495,0.0005,0.0,0.0,0.03212,0.03212,0.78133
instance_418,83113.0,1337850.0,0.00782,329.94836,60.30947,1.0,341.0,0.06212,3e-05,2.69409,0.0,0.00083,0.00083,3e-05,1.30064,1e-05,0.00408,0.00407,0.7519,0.30003,0.0829,0.98947,0.90657,0.71765,0.33721,0.0,1.0,1.0,0.02151,0.60054,0.99975,1e-05,0.0,0.0,0.00025,0.00025,0.37081
instance_521,392515.0,17367985.0,0.00977,731.99323,1171.32068,2.0,7498.0,0.0226,1e-05,1.89047,0.0,0.00024,0.00024,1e-05,0.17529,0.0,1e-05,1e-05,0.7152,0.34755,0.0,0.99329,0.99329,0.63188,0.2308,0.0,1.0,1.0,0.01018,0.03916,0.17911,0.0,0.0,0.0,8e-05,8e-05,0.07655
instance_545,4531.0,25216.0,0.10093,2512.89233,7112.23389,8.0,85972.0,0.17969,0.0005,3.73835,8e-05,0.07384,0.07376,0.0005,0.42602,0.00022,0.01104,0.01081,0.48718,0.39332,0.02326,1.0,0.97674,0.56048,0.47979,0.0,1.0,1.0,0.19349,0.59014,0.98386,0.00021,0.0,4e-05,0.0144,0.01436,0.56409
instance_628,6868.0,51038.0,0.09985,2047.21069,5802.62939,4.0,137348.0,0.13457,0.00041,3.84684,2e-05,0.07132,0.0713,0.00041,0.49289,0.00015,0.01835,0.0182,0.40818,0.58967,0.0,1.0,1.0,0.5214,0.56768,0.0,1.0,1.0,0.11921,0.44959,0.67371,0.00011,0.0,0.0,0.02651,0.02651,0.44968
instance_362,11576.0,47413.0,0.00917,11964614.0,2123434.0,5286580.0,14962550.0,0.24415,0.00025,2.12343,2e-05,0.0065,0.00648,0.00025,0.44853,9e-05,0.00363,0.00354,0.45505,0.52067,0.0,1.0,1.0,0.45045,0.53263,0.0,1.0,1.0,0.01099,0.52197,0.78308,0.00014,0.0,0.0,0.00371,0.00371,0.69272
instance_282,1547.0,6979.0,0.00072,2.4,1.0198,1.0,4.0,0.22166,0.0015,0.52063,0.00043,0.00444,0.00401,0.0015,0.47861,0.00065,0.0084,0.00776,0.42459,0.31525,0.2,0.88889,0.68889,0.35639,0.81493,0.0,1.0,1.0,0.01003,0.81072,0.92549,0.00104,0.0,0.0,0.0033,0.0033,0.80742
instance_42,2620.0,25308.0,0.03714,556.17871,823.34717,1.0,2000.0,0.10352,0.00084,0.98189,4e-05,0.00838,0.00834,0.00084,0.23931,0.00038,0.00153,0.00115,0.27751,1.15365,0.0,1.0,1.0,0.19117,1.62148,0.0,1.0,1.0,0.03714,0.7892,0.97787,0.00075,0.0,0.0,0.00834,0.00834,0.91461
instance_298,28060.0,179292.0,0.00023,56.65854,62.03091,10.0,200.0,0.1565,8e-05,0.87925,2e-05,0.00044,0.00042,8e-05,1.04314,4e-05,0.00217,0.00214,0.38565,0.41664,0.05882,0.9697,0.91087,0.3256,0.8457,0.0,1.0,1.0,0.00431,0.88678,0.95185,6e-05,0.0,0.0,0.00039,0.00039,0.88606
instance_399,110096.0,568813.0,0.00662,1020816192.0,468569920.0,767997.0,2331819264.0,0.19355,3e-05,4.7417,0.0,0.00576,0.00576,3e-05,0.79358,1e-05,0.00395,0.00394,0.41201,0.53812,0.0,1.0,1.0,0.44022,0.49773,0.0,1.0,1.0,0.00848,0.57998,0.74355,1e-05,0.0,0.0,0.00298,0.00298,0.68286
instance_619,7412.0,40866.0,0.10498,3063.90991,10461.22852,4.0,255300.0,0.18137,0.00033,5.22939,2e-05,0.07483,0.07481,0.00033,0.47444,0.00013,0.00985,0.00971,0.44203,0.47177,0.0,0.99804,0.99804,0.53702,0.49709,0.0,1.0,1.0,0.1641,0.57419,0.8313,0.00013,0.0,2e-05,0.01243,0.01241,0.57241
instance_146,33670.0,8691250.0,0.00051,47192.52734,8376.1543,18.0,50000.0,0.00387,9e-05,0.0,9e-05,9e-05,0.0,8e-05,0.10727,3e-05,9e-05,6e-05,0.33337,0.00084,0.3329,0.33419,0.00129,0.31819,0.06626,0.0,1.0,1.0,0.00051,0.00051,1.0,9e-05,0.0,9e-05,9e-05,0.0,1.0
instance_459,215135.0,3594568.0,0.00528,563.27606,99.85713,1.0,581.0,0.05985,1e-05,3.42168,0.0,0.00051,0.00051,1e-05,1.78503,0.0,0.0027,0.00269,0.76345,0.29583,0.10256,0.98947,0.88691,0.71948,0.33094,0.0,1.0,1.0,0.0209,0.61732,0.99984,0.0,0.0,0.0,0.00016,0.00016,0.37759
instance_629,5715.0,29633.0,0.10735,2713.0188,8209.82227,4.0,135240.0,0.19286,0.0004,4.78148,7e-05,0.07492,0.07485,0.0004,0.52217,0.00017,0.01277,0.0126,0.47531,0.40395,0.01754,0.9973,0.97975,0.55843,0.50216,0.0,1.0,1.0,0.21655,0.63979,0.88982,0.00018,0.0,3e-05,0.0085,0.00847,0.6243
instance_20,344.0,3432.0,0.06993,143.1375,348.11182,1.0,1000.0,0.10023,0.00967,0.57599,0.00058,0.02972,0.02914,0.00967,0.32232,0.00291,0.01744,0.01453,0.76852,0.2235,0.28889,0.98361,0.69472,0.7327,0.37829,0.0,1.0,1.0,0.03963,0.20396,0.57255,0.00029,0.0,0.00029,0.00029,0.0,0.06993
instance_580,7392.0,53234.0,0.09894,2111.82031,5986.90479,4.0,137348.0,0.13886,0.00038,3.94567,2e-05,0.07054,0.07052,0.00038,0.51045,0.00014,0.01705,0.01691,0.41357,0.58875,0.0,1.0,1.0,0.521,0.56616,0.0,1.0,1.0,0.11598,0.45191,0.67543,0.00011,0.0,0.0,0.02607,0.02607,0.45306
instance_435,171591.0,481698.0,0.00453,426.68808,256.30075,1.0,581.0,0.35622,2e-05,9.34728,0.0,0.00385,0.00385,2e-05,4.182,1e-05,0.00337,0.00337,0.72236,0.20875,0.0,1.0,1.0,0.6985,0.35419,0.0,1.0,1.0,0.0505,0.61005,0.9989,1e-05,0.0,0.0,0.00122,0.00122,0.46947
instance_31,1577.0,6917.0,0.08747,471.97354,752.11377,1.0,2000.0,0.22799,0.00135,0.8343,0.00014,0.00998,0.00983,0.00135,0.29058,0.00063,0.00254,0.0019,0.32728,0.92528,0.0,1.0,1.0,0.23695,1.54214,0.0,1.0,1.0,0.08747,0.82565,0.95316,0.00111,0.0,0.0,0.00998,0.00998,0.85254
instance_86,4950.0,485818.0,0.00148,46416.98438,9086.60352,1412.0,50000.0,0.01019,0.00061,0.0,0.00061,0.00061,0.0,0.00061,0.02573,0.0002,0.00061,0.0004,0.33356,0.00227,0.3322,0.33559,0.00339,0.33383,0.07017,0.0,1.0,1.0,0.00148,0.00148,1.0,0.00061,0.0,0.00061,0.00061,0.0,1.0
instance_134,120928.0,344898.0,0.00283,46509.41406,9048.06738,258.0,50000.0,0.35062,2e-05,1.56617,1e-05,0.00035,0.00034,2e-05,2.25602,1e-05,0.00099,0.00098,0.49059,0.08463,0.21053,0.99174,0.78121,0.42391,0.28721,0.0,1.0,1.0,0.00095,0.6582,0.99743,2e-05,0.0,1e-05,0.00035,0.00035,0.99743
instance_32,666.0,7396.0,0.04056,161.61,365.90497,1.0,1000.0,0.09005,0.00307,0.77481,0.00027,0.01176,0.01149,0.00307,0.19383,0.0015,0.00601,0.0045,0.3866,0.98987,0.01639,0.98851,0.97211,0.41315,0.84543,0.0,1.0,1.0,0.04056,0.93091,0.9835,0.00241,0.0,0.00014,0.00811,0.00798,0.80706
instance_445,83000.0,1302715.0,0.00803,329.94836,60.30947,1.0,341.0,0.06371,3e-05,2.70913,0.0,0.00081,0.00081,3e-05,1.31497,1e-05,0.00408,0.00407,0.73941,0.30686,0.08696,0.98947,0.90252,0.71194,0.3415,0.0,1.0,1.0,0.02386,0.59685,0.99974,1e-05,0.0,0.0,0.00025,0.00025,0.38433
instance_239,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19204,1.31963,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_307,1004.0,4855.0,0.00082,2.75,1.47902,1.0,5.0,0.2068,0.00229,0.51828,0.00062,0.00577,0.00515,0.00229,0.59759,0.001,0.01693,0.01594,0.42028,0.33894,0.2,0.90909,0.70909,0.35849,0.78532,0.0,1.0,1.0,0.00906,0.8484,0.94295,0.00167,0.0,0.0,0.00453,0.00453,0.84305
instance_58,41905.0,12073212.0,0.00038,47026.19922,8569.50098,162.0,50000.0,0.00347,7e-05,0.0,7e-05,7e-05,0.0,6e-05,0.11375,2e-05,7e-05,5e-05,0.3333,0.00074,0.33295,0.3341,0.00116,0.2991,0.1158,0.0,1.0,1.0,0.00038,0.00038,1.0,7e-05,0.0,7e-05,7e-05,0.0,1.0
