instance,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46
instance_57,395.0,24.0,419.0,1248.0,3150.0,11.0,10.0,21.0,2.0,951.0,295.0,862.0,862.0,2.190705128205128,0.3333333333333333,35.90909090909091,0.16666666666666666,0.16666666666666666,3.7541766109785204,17.333333333333332,8.666666666666666,52.95226730310262,179.5,89.75,185.16962025316457,0.5006349206349207,0.4333333333333333,0.5007315288953914,0.8681039949270767,0.06603174603174602,1.0,0.9974635383639823,0.9206718906972071,0.46100944343982314,0.5,0.5007315288953914,0.9208495541125193,1.0,0.23637820512820512,0.6907051282051282,0.49968430072610837,0.47919079368395934,0.8479964371081947,0.5003496678155752,0.9577768484567026,1.6970643982129157
instance_309,18382.0,52.0,18434.0,47730.0,110054.0,2.0,1.0,3.0,47.0,33042.0,14641.0,26641.0,26874.0,2.3035826524198617,0.0021789231091556673,9191.0,0.0010894615545778336,0.0010894615545778336,3.0113377454703265,2.0,1.0,8.419062601714224,4.0,2.0,27.923947339788924,0.4956021589401567,0.5039253457393643,0.49559799909049573,0.9990466237647361,0.0004724953204790376,1.0,1.0177474653026053,1.0018811904321934,0.49653031330459885,0.5,0.4955979990904957,1.0018727811162629,1.0,0.30674628116488584,0.5630421118793212,0.4952778952161046,0.5058107109243282,0.11989983414094768,0.5047253011891357,1.0021568426072776,0.24208597900100465
instance_27,812.0,41.0,853.0,2212.0,5400.0,22.0,21.0,43.0,2.0,1594.0,616.0,1558.0,1639.0,2.2459312839059673,0.19529837251356238,36.90909090909091,0.09764918625678119,0.09764918625678119,3.225087924970692,10.536585365853659,5.2682926829268295,98.44665885111371,221.26829268292684,110.63414634146342,303.8472906403941,0.4905555555555555,0.46944444444444444,0.4897342995169082,0.9184597961494904,0.04,1.0,1.0385050962627407,0.9664532019704434,0.4733052818828681,0.5,0.4897342995169082,0.9648352292062996,1.0,0.27848101265822783,0.7409584086799277,0.487213150792003,0.5095814811269724,0.5762687731541402,0.5135367509211972,0.9937491219090834,1.1827857524317031
instance_576,826.0,12.0,838.0,2393.0,5702.0,2.0,1.0,3.0,0.0,1575.0,818.0,1644.0,1794.0,2.356038445465942,0.026744671959882994,413.0,0.013372335979941497,0.013372335979941497,3.2016706443914082,5.333333333333333,2.6666666666666665,8.65035799522673,10.666666666666666,5.333333333333333,37.92372881355932,0.5294633461943178,0.4649245878639074,0.5297978006385243,0.9894004637297119,0.005612065941774816,1.0,0.8887048691619742,1.0031406507040985,0.5314617104741296,0.5,0.5297978006385243,1.0037743203456397,1.0,0.34183033848725447,0.7496865858754701,0.5325035470140591,0.470100771739066,0.288232512145836,0.46722590714007034,1.0055707775673826,0.5412781074643737
instance_401,149.0,15.0,164.0,203.0,471.0,2.0,1.0,3.0,1.0,136.0,66.0,185.0,148.0,1.9852216748768472,0.33497536945812806,74.5,0.16748768472906403,0.16748768472906403,1.2317073170731707,4.533333333333333,2.2666666666666666,3.1463414634146343,9.066666666666666,4.533333333333333,5.3624161073825505,0.5711252653927813,0.35668789808917195,0.5831265508684864,0.8736059479553904,0.0721868365180467,1.0,0.7509293680297399,0.94176320551732,0.5491671297681643,0.5,0.5831265508684864,0.961552855467678,1.0,0.3251231527093596,0.729064039408867,0.5821862348178137,0.39927179849468797,0.6019973009446694,0.40764331210191085,0.9556214556994953,1.0340287436254056
instance_162,1243.0,9.0,1252.0,4160.0,10283.0,2.0,1.0,3.0,0.0,3275.0,885.0,3472.0,2099.0,2.3858173076923075,0.08605769230769231,621.5,0.043028846153846154,0.043028846153846154,3.0886581469648564,39.77777777777778,19.88888888888889,8.496805111821086,79.55555555555556,39.77777777777778,91.46902654867256,0.6239424292521638,0.35865019935816395,0.6284130982367759,0.9721009975062344,0.017407371389672275,1.0,0.6027119700748129,0.972173726500612,0.6109267034946415,0.5,0.6284130982367758,0.9791395405292078,1.0,0.2127403846153846,0.5045673076923077,0.563282564965721,0.4250762684762656,2.044491882991,0.43480099818127993,0.9733439390687494,3.6296026366720926
instance_74,837.0,40.0,877.0,2444.0,6144.0,15.0,14.0,29.0,1.0,1850.0,593.0,1562.0,2083.0,2.1391162029459903,0.37479541734860883,55.8,0.18739770867430441,0.18739770867430441,3.660205245153934,22.9,11.45,79.53249714937286,372.2,186.1,203.973715651135,0.4775390625,0.4479166666666667,0.4736036725325172,0.8438991138377642,0.07454427083333333,1.0,1.0940695296523517,0.8915762831043409,0.4222538020211071,0.5,0.47360367253251723,0.884228820592257,1.0,0.24263502454991817,0.852291325695581,0.4675572519083969,0.4983479894570759,1.245875572519084,0.5366025906021771,0.9359653995537913,2.6646481632653063
instance_332,7424.0,545.0,7969.0,9664.0,23622.0,3.0,3.0,6.0,1.0,5368.0,4295.0,7829.0,7024.0,2.0086920529801326,0.43563741721854304,2474.6666666666665,0.21781870860927152,0.21781870860927152,1.313715648136529,7.724770642201835,3.8623853211009176,6.560296147571841,21.155963302752294,10.577981651376147,11.308997844827585,0.5568114469562273,0.35407670815341635,0.5691324953636925,0.839960465293089,0.08911184489035645,1.0,0.7959400897133734,0.8821033696305898,0.5020336919265792,0.5,0.5691324953636926,0.9016224337177567,1.0,0.4444329470198676,0.7268211920529801,0.5667318625582204,0.41378908690291316,0.698612121295988,0.42621779129861087,0.9550415808236444,1.23270309550351
instance_308,2463.0,180.0,2643.0,8556.0,21097.0,1.0,1.0,2.0,1.0,6131.0,2424.0,6574.0,5010.0,2.1941327723235156,0.2716222533894343,2463.0,0.13581112669471715,0.13581112669471715,3.4267877412031784,12.911111111111111,6.455555555555556,6.413923571698827,12.911111111111111,6.455555555555556,71.07348761672756,0.5706972555339621,0.3742238232924112,0.5794492089703297,0.9034883720930231,0.055078921173626574,1.0,0.7522425249169435,0.954873253218112,0.5533005512441603,0.5,0.5794492089703297,0.9695167549500041,1.0,0.28330995792426367,0.5855539971949509,0.5748181590168046,0.42498015016526003,0.427941643675278,0.4205507910296703,0.9995256363313424,0.744481775605783
instance_384,325.0,16.0,341.0,1036.0,2638.0,9.0,8.0,17.0,1.0,801.0,234.0,722.0,748.0,2.2027027027027026,0.3436293436293436,36.111111111111114,0.1718146718146718,0.1718146718146718,3.909090909090909,22.25,11.125,41.4633431085044,134.25,67.125,135.2,0.4946929492039424,0.43783169067475364,0.49386503067484666,0.8636015325670499,0.06747536012130402,1.0,1.0214559386973179,0.9076363212223711,0.4482498396220913,0.5,0.49386503067484666,0.9061173003241968,1.0,0.22586872586872586,0.722007722007722,0.4924253302699598,0.4921094198736359,0.8217125574382539,0.5082075618484518,0.9695310842350945,1.6687048917401763
