instance,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143
instance_151,1.0,30200.0,40698.0,2110700.0,0.0,0.0,0.0,0.00883524,0.0478065,0.5,-1524.33,10000.0,0.0,20200.0,0.0,0.0,0.331126,0.0,0.668874,0.0,0.0,10000.0,0.331126,0.0,0.0,2.0,2.0,0.0,0.0,9.87321,1.01663,0.666667,0.707107,-0.0559859,-11.1874,13.3913,0.0,2.01208,63.0,54.5,55.0,0.529653,80.0,-241.356,-2.17373,-982.27,-0.587601,1.0,0.0,0.00142175,38.4899,0.0,0.0,0.0,0.0,0.0,0.0,38.4711,1.0,7.80147,100.0,77.5097,54.0,0.995914,179.0,36.9748,7.62143,74.4951,1.04941,0.05,0.0,0.000910657,78.4512,0.49505,0.499975,0.00337066,0.00353397,0.0406536,0.0414481,51.8624,2.0,5.77811,100.0,69.8906,54.0,0.946805,169.0,-204.381,-2.98422,-275.427,-2.18369,0.0684466,1.91518,0.26746,1.41866,0.331126,0.470618,0.00225455,0.00329695,0.0271922,0.0389248,1.0,0.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.6,-512.0,30598.0,30199.0,2098800.0,-512.0,0.0,0.0,0.0,0.0,0.0
instance_115,1.0,19846.0,18329.0,120512.0,0.0,0.0,0.0,0.010927,0.0593727,0.5,0.0,19846.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19846.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.279713,2.14865,0.159236,2.29783,0.0,0.0,6.57494,5.0,1.0319,12.0,6.07236,5.0,0.503516,8.0,10.5875,6.22034,9.77824,2.23047,0.894441,0.228132,0.0736269,2.97524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,6.57494,5.0,1.0319,12.0,6.07236,5.0,0.503516,8.0,10.5875,6.22034,9.77824,2.23047,0.894441,0.228132,0.0736269,2.97524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.07,-512.0,18125.0,19726.0,120149.0,62644.0,0.0,0.0,0.0,0.0,0.0
instance_75,1.0,29280.0,561657.0,27678700.0,0.0,0.0,0.0,4.23968e-05,0.00347746,0.333333,341.0,29280.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29280.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,43.0009,14.0197,0.000881283,33.6706,0.121094,8.4375,49.2805,42.0,0.622462,78.0,945.312,5.0,2.76386,8198.0,283.784,45.8238,5443.62,0.48059,0.143208,0.329571,0.000497171,46.355,1.52715,3.80348,0.0334175,0.212028,0.107773,0.596638,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,49.2805,42.0,0.622462,78.0,945.312,5.0,2.76386,8198.0,283.784,45.8238,5443.62,0.48059,0.143208,0.329571,0.000497171,46.355,1.52715,3.80348,0.0334175,0.212028,0.107773,0.596638,1.0,0.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,28.35,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,0.0,0.0,0.0
instance_208,1.0,2883.0,4408.0,13224.0,0.0,0.0,0.0,0.117759,0.242651,0.5,0.0,2883.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2883.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,-512.0,-512.0,0.355057,1.34776,3.0,3.0,0.0,0.0,4.58689,2.0,1.81963,8.0,1.52405,0.577063,2.33021,2.8666,0.666667,1.11803,0.0,0.0,0.764481,0.424322,0.382241,0.212161,0.54057,0.300041,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,3.0,3.0,0.0,0.0,4.58689,2.0,1.81963,8.0,1.52405,0.577063,2.33021,2.8666,0.666667,1.11803,0.0,0.0,0.764481,0.424322,0.382241,0.212161,0.54057,0.300041,0.262683,0.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.02,-512.0,3080.0,1998.0,9240.0,-512.0,0.0,0.0,0.0,0.0,3.0
instance_129,1.0,888.0,83.0,2568.0,0.0,0.0,0.0,0.016065,0.0699915,0.499795,23.26,840.0,0.0,48.0,0.0,0.0,0.945946,0.0,0.0540541,0.0,0.0,840.0,0.945946,0.0,0.0,2.0,2.0,0.0,0.0,32.1875,0.842367,1.0,0.0,-512.0,-512.0,30.3614,35.0,0.178915,11.0,3.0,3.0,0.0,0.0,486.256,1.47971,48.0467,0.570656,0.83439,0.342776,0.207782,1.19778,0.0,0.0,0.0,0.0,0.0,0.0,0.578313,1.0,0.853913,1.0,1.0,1.0,0.0,0.0,-0.578313,-0.853913,-1.0,-0.0,-0.089323,-0.806755,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,30.9398,36.0,0.191532,12.0,2.89189,3.0,0.156385,0.0,485.678,1.48092,45.3955,0.636212,0.817124,0.37922,0.231943,1.11646,0.0540541,0.226124,0.0540541,0.226124,0.0540541,0.226124,0.00187408,12036.0,2.0,30.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,83.0,888.0,2568.0,35.0,2.0,0.0,31.0,177.0,0.0
instance_97,1.0,4111.0,3474.0,93483.0,0.0,0.0,0.0,0.0439594,0.118674,0.5,6.15074,3570.0,0.0,541.0,0.0,0.0,0.868402,0.0,0.131598,0.0,0.0,3570.0,0.868402,0.0,0.0,2.0,2.0,0.0,0.0,1.58124,0.730783,0.714715,0.631791,1.02838,0.161469,25.8915,23.0,0.71894,49.0,25.1952,24.0,0.504713,39.0,25.7827,0.726808,25.0894,0.513952,0.749913,0.427063,0.00633391,14.5565,0.0,0.0,0.0,0.0,0.0,0.0,1.01785,1.0,8.81164,1.0,6.53604,2.0,1.92709,8.0,-41.6028,-58.3885,-267.15,-5.48958,-0.178343,-4.69841,0.00186478,50.6561,0.00184843,0.0429536,0.00184843,0.0429536,0.00184843,0.0429536,26.9093,24.0,0.763422,50.0,22.7397,23.0,0.623609,41.0,-15.8201,-153.579,-13.3688,-40.4852,0.722142,0.528232,0.00746891,16.8711,0.00024325,0.0155946,0.00024325,0.0155946,0.00024325,0.0155946,1.0,0.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.05,-512.0,3438.0,4014.0,92319.0,9713.0,0.0,0.0,0.0,0.0,0.0
instance_162,1.0,13264.0,41.0,335643.0,0.0,0.0,0.0,0.038623,1.22048,105.647,0.0,0.0,13264.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13264.0,1.0,13264.0,1.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,1615.61,1.02867,-512.0,-512.0,8186.41,8833.0,0.471379,10662.0,25.3048,25.0,0.166059,11.0,39312.8,1.0839,121.519,0.11967,0.00273941,1.24556,1.47451,2.94868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,8186.41,8833.0,0.471379,10662.0,25.3048,25.0,0.166059,11.0,39312.8,1.0839,121.519,0.11967,0.00273941,1.24556,1.47451,2.94868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.17,-512.0,40.0,13035.0,329584.0,-512.0,0.0,0.0,0.0,0.0,1.0
instance_12,1.0,48738.0,21732.0,257532.0,0.0,0.0,0.0,6.42008,800.727,99999.0,81.2432,46667.0,106.0,1965.0,0.0,0.0,0.957507,0.00217489,0.0403176,0.0,0.0,46773.0,0.959682,0.0,0.0,4820850.0,2.0,21.0821,0.0,30.3456,54.4939,0.0846045,3.28933,-0.448276,-1.1094,10.8841,5.0,2.30373,17.0,5.05704,2.0,3.94144,2.0,4.8921,3.7831,2.273,20.4837,0.264289,1.52967,0.685305,1.21052,0.0174077,0.438261,0.000236253,0.00733633,0.00190236,0.0523975,0.966271,1.0,1.48338,2.0,10.6865,4.0,2.8702,11.0,-0.683261,-1.98537,-7.55655,-4.07583,-0.415513,-1.03268,0.0941111,3.1943,0.0,0.0,0.0,0.0,0.0,0.0,11.8504,6.0,2.1937,18.0,5.28401,2.0,3.88044,2.0,4.20884,4.15397,1.8767,24.548,0.181163,2.56284,0.750455,1.02327,0.0167059,0.429349,0.000226728,0.00718707,0.00182566,0.0513317,1.0,0.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.44,-512.0,19391.0,17288.0,178761.0,57646.0,0.0,0.0,0.0,0.0,0.0
instance_90,1.0,676.0,1417.0,6214.0,0.0,0.0,0.0,0.0627219,0.149159,0.4,-129.0,338.0,0.0,338.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,338.0,0.5,0.0,0.0,2.0,2.0,0.0,0.0,705.725,1.8292,-512.0,-512.0,-512.0,-512.0,0.963303,1.0,0.756289,2.0,4.03846,4.0,0.3183,2.0,703.202,1.83539,2948.04,0.200272,0.999691,0.000454333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42202,2.0,1.06458,8.0,14.3462,15.0,0.651298,24.0,3.42202,1.06458,14.3462,0.651298,0.198585,0.791736,0.0106969,11.3347,1.0,0.0,0.112716,0.0756895,0.316532,0.111908,4.38532,3.0,0.723686,6.0,9.19231,5.0,0.91691,20.0,706.624,1.82788,1481.19,1.02965,0.347147,0.985659,0.645492,1.42126,0.5,0.5,0.056358,0.0777217,0.158266,0.176946,0.00775194,4457.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,1261.0,624.0,5746.0,234.0,0.0,0.0,3.0,1.0,3.0
instance_166,1.0,3463.0,2279.0,14381.0,0.0,0.0,0.0,0.0269401,0.0913174,0.5,6.3048,3463.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3463.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0783354,3.43011,0.0,0.0,6.31022,4.0,1.68986,5.0,4.15276,4.0,0.185282,1.0,-4.31022,-2.47398,-2.83656,-0.802572,1.0,0.0,0.0268409,5.63198,0.00202137,0.0449142,0.000114186,0.00253804,0.000480388,0.010675,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,6.31022,4.0,1.68986,5.0,4.15276,4.0,0.185282,1.0,-4.31022,-2.47398,-2.83656,-0.802572,1.0,0.0,0.0268409,5.63198,0.00202137,0.0449142,0.000114186,0.00253804,0.000480388,0.010675,1.0,697.0,17.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.01,-512.0,671.0,1971.0,8489.0,3130.0,17.0,4.0,0.0,0.0,0.0
