instance,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46
instance_355,63.0,1.0,64.0,186.0,2414.0,2.0,1.0,3.0,0.0,0.0,186.0,63.0,65.0,12.64516129032258,0.3333333333333333,31.5,0.16666666666666666,0.16666666666666666,5.265625,62.0,31.0,10.46875,124.0,62.0,465.4920634920635,0.86039768019884,0.1267605633802817,0.8698979591836735,0.9850746268656717,0.01284175642087821,1.0,0.16225324987963408,0.9897818282242475,0.861009192409358,0.5,0.8698979591836734,1.0007107320540156,1.0,1.0,0.34946236559139787,0.8978658536585366,0.09415408439798684,0.6048780487804878,0.09446861404599129,0.9218668561952144,0.6736842105263158
instance_792,243.0,4.0,247.0,2533.0,8057.0,2.0,1.0,3.0,3.0,1272.0,1258.0,1677.0,1346.0,3.0860639557836556,0.094749309119621,121.5,0.05645479668377418,0.03829451243584682,14.647773279352228,60.0,35.75,34.61943319838057,120.0,71.5,1201.5555555555557,0.5509494849199453,0.43130197343924537,0.5554560573109889,0.9781482315836901,0.012039220553555913,1.4742268041237114,0.8150484343320568,0.9861828096213653,0.5477812152201572,0.5958333333333333,0.5554560573109889,0.9942494370418578,1.4742268041237114,0.4966442953020134,0.5313857086458744,0.597239885073713,0.395697300302202,0.564245678489002,0.3982940581176811,0.9824639671051397,0.9447555205047319
instance_13,10611.0,966.0,11577.0,34048.0,87373.0,1.0,1.0,2.0,0.0,17203.0,16845.0,21729.0,23653.0,2.1529311560150375,0.41324013157894735,10611.0,0.20662006578947367,0.20662006578947367,3.531484840632288,14.565217391304348,7.282608695652174,6.455299300336875,14.565217391304348,7.282608695652174,32.15323720667232,0.5320751261831459,0.3874080093392696,0.5382317231218369,0.8486738798425434,0.0805168644775846,1.0,0.879433844565381,0.9153437489290364,0.4926670432348772,0.5,0.5382317231218368,0.925935115157584,1.0,0.49474271616541354,0.6946957236842105,0.5348838656675545,0.45968945961582036,0.5247252910799697,0.46176827687816324,0.9883326457285476,0.9810078874319633
instance_379,2673.0,25.0,2698.0,3630.0,8456.0,2.0,1.0,3.0,1.0,2432.0,1197.0,3172.0,2555.0,2.080440771349862,0.2490358126721763,1336.5,0.12451790633608815,0.12451790633608815,1.3472942920681987,36.16,18.08,3.4851742031134174,72.32,36.16,19.49420127197905,0.5701277199621572,0.37641911069063394,0.5785222457627119,0.9062435179423356,0.05345316934720909,1.0,0.7539929475212612,0.9014465762074299,0.5215068977026299,0.5,0.5785222457627118,0.9147194206541046,1.0,0.32975206611570246,0.7038567493112947,0.5799606897167872,0.38320777887173546,4.3580666487983555,0.4130138983380309,0.9123140846349751,7.514417314950319
instance_762,1357.0,115.0,1472.0,3814.0,8786.0,2.0,2.0,4.0,1.0,2654.0,1159.0,3327.0,2806.0,1.97325642370215,0.33036182485579446,678.5,0.16518091242789723,0.16518091242789723,2.807744565217391,10.956521739130435,5.478260869565218,10.599184782608695,28.347826086956523,14.173913043478262,33.87472365512159,0.5295925335761438,0.39870248122012286,0.5345469040659049,0.8646034816247583,0.07170498520373321,1.0,0.8882441435632924,0.9291824049817313,0.4966915778954963,0.5,0.5345469040659049,0.9378749631183817,1.0,0.3038804404824331,0.7357105401153644,0.5312462444417738,0.4553559607201709,0.6268477346472779,0.4653610444977352,0.9714182666715915,1.1799570184368287
instance_52,436016.0,2346.0,438362.0,1170168.0,2670926.0,2.0,1.0,3.0,2719.0,834140.0,333309.0,624530.0,674878.0,2.2785053086394433,0.004009680661238386,218008.0,0.002004840330619193,0.002004840330619193,3.1139993886331387,2.0,1.0,9.326330749471898,4.0,2.0,32.970996477193495,0.4889191988097012,0.5102024541301405,0.48889969897615887,0.9982034923924106,0.0008783470601581622,1.0,1.045327740114422,1.003614390416934,0.4906667733629802,0.5,0.4888996989761589,1.0035743627117397,1.0,0.28483858727977523,0.5767359900458737,0.4889001707954527,0.5132600941833183,0.10960362503409783,0.5111128661577253,1.0042266986904167,0.224184059612354
instance_425,11467.0,537.0,12004.0,47114.0,119269.0,1.0,1.0,2.0,1.0,36100.0,11013.0,39195.0,33384.0,2.204291717960691,0.32720635055397546,11467.0,0.16360317527698773,0.16360317527698773,4.418193935354882,28.707635009310987,14.353817504655494,8.194268577140953,28.707635009310987,14.353817504655494,87.33914711781634,0.5553245185253503,0.38004846188028746,0.5635369223806727,0.8836229674029562,0.06462701959436233,1.0,0.8007488714085124,0.9115230237706942,0.5136768794948617,0.5,0.5635369223806728,0.9250030610190186,1.0,0.23375217557413933,0.7085791908986713,0.5591470137413612,0.42533422774656243,0.7722377234243353,0.43646307761932734,0.9647983364164584,1.381099611454853
instance_202,7781.0,808.0,8589.0,27081.0,72134.0,1.0,1.0,2.0,5.0,12063.0,15013.0,17202.0,19419.0,2.1807909604519775,0.48284775303718475,7781.0,0.24142387651859237,0.24142387651859237,4.051111887297706,16.183168316831683,8.091584158415841,7.341017580626382,16.183168316831683,8.091584158415841,86.36704793728313,0.5176338481160063,0.3917292816147725,0.5215381489383317,0.8249015774391386,0.09063687026922117,1.0,0.9318674843996892,0.9037449996806733,0.4713374942457316,0.5,0.5215381489383318,0.9105615793117545,1.0,0.5543739152911635,0.7170710091946383,0.519391426306482,0.4755058692152582,0.5297473652100254,0.47846185106166816,0.9893828267792959,1.0199386019464876
instance_583,5229.0,95.0,5324.0,14228.0,32909.0,2.0,1.0,3.0,0.0,11154.0,3074.0,11137.0,8332.0,2.257450098397526,0.05552431824571268,2614.5,0.02776215912285634,0.02776215912285634,2.734222389181067,8.31578947368421,4.157894736842105,7.489857250187828,16.63157894736842,8.31578947368421,36.54656722126602,0.5576589990580084,0.43033820535415845,0.5590771817304399,0.9784764603312991,0.012002795587833116,1.0,0.7932105492589364,0.9937261871449135,0.555569636120714,0.5,0.55907718173044,0.996253332339613,1.0,0.21605285352825415,0.5856058476244026,0.5624609104973831,0.43666250721298655,0.4857880241602723,0.4364371294259522,0.997996562340003,0.863683173521678
instance_317,931.0,48.0,979.0,3040.0,7710.0,19.0,18.0,37.0,2.0,2335.0,703.0,2118.0,2062.0,2.2098684210526316,0.3263157894736842,49.0,0.1631578947368421,0.1631578947368421,3.902962206332993,20.666666666666668,10.333333333333334,98.20122574055158,377.75,188.875,366.6831364124597,0.5044098573281453,0.4312581063553826,0.5050610300684728,0.8724607868346618,0.06433203631647211,1.0,0.9825147852918488,0.9162597990250779,0.4627671179059377,0.5,0.5050610300684728,0.9174426533954179,1.0,0.23125,0.6782894736842106,0.504851618751352,0.47157663784826453,0.9523419876185866,0.4946486394364597,0.9523945865662712,1.8863799822490641
instance_759,32.0,37.0,69.0,2048.0,14336.0,1.0,1.0,2.0,0.0,0.0,2048.0,64.0,64.0,1.0,6.0,32.0,3.0,3.0,103.8840579710145,332.1081081081081,166.05405405405406,118.72463768115942,332.1081081081081,166.05405405405406,2048.0,0.5,0.07142857142857142,0.5,0.14285714285714285,0.42857142857142855,1.0,1.0,0.30803571428571425,0.15401785714285712,0.5,0.5,0.30803571428571425,1.0,1.0,0.03125,0.5,0.26953125,0.6993243243243243,0.5,0.5390625,1.3986486486486487
instance_98,184.0,8.0,192.0,628.0,1618.0,4.0,3.0,7.0,5.0,495.0,128.0,454.0,456.0,2.238853503184713,0.3375796178343949,46.0,0.16878980891719744,0.16878980891719744,4.177083333333333,26.5,13.25,24.572916666666668,145.0,72.5,93.1304347826087,0.5043263288009888,0.43016069221260816,0.5049786628733998,0.8700980392156864,0.06551297898640296,1.0,0.9828431372549019,0.9067555221153328,0.4578921911108722,0.5,0.5049786628733998,0.907928388746803,1.0,0.20382165605095542,0.7261146496815286,0.5078239098685583,0.4504394996326164,1.452117671604423,0.49109897934963215,0.9151998820428701,2.8594905505341
instance_589,23775.0,50.0,23825.0,60197.0,139027.0,2.0,1.0,3.0,46.0,41472.0,18679.0,33269.0,33892.0,2.307872485339801,0.0016612123527750553,11887.5,0.0008306061763875276,0.0008306061763875276,2.945561385099685,2.0,1.0,7.9594543546694645,4.0,2.0,24.990031545741324,0.49522035288109506,0.5044200047472792,0.4952169124792157,0.9992737730395502,0.00035964237162565546,1.0,1.0193031126087524,1.0013822519870468,0.49590142704050927,0.5,0.49521691247921573,1.0013752951700226,1.0,0.31029785537485255,0.5630180906025217,0.4946879804732987,0.506107688289802,0.12697152267234418,0.5053148519919697,1.0015746088205975,0.2566699165620775
instance_575,404.0,60.0,464.0,1203.0,3179.0,4.0,3.0,7.0,1.0,428.0,774.0,988.0,548.0,1.9310058187863675,0.7115544472152951,101.0,0.3557772236076476,0.3557772236076476,3.1961206896551726,14.266666666666667,7.133333333333334,15.411637931034482,61.6,30.8,44.257425742574256,0.5335011009751494,0.33186536646744264,0.5458458889367197,0.7476415094339622,0.134633532557408,1.0,0.8744103773584906,0.8392576281849639,0.45810532610354465,0.5,0.5458458889367198,0.8586773771716795,1.0,0.6433915211970075,0.45552784704904403,0.5387939374395356,0.39281356062081535,0.9217155756207674,0.4490642730121094,0.8517094472697165,1.7107014603782618
instance_196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instance_377,240.0,10.0,250.0,12000.0,116355.0,2.0,1.0,3.0,25.0,1685.0,10290.0,1755.0,364.0,1.17125,8.525,120.0,4.266666666666667,4.258333333333334,227.76,10230.0,5120.0,476.0,20460.0,10240.0,32880.0625,0.5106355549825964,0.04933178634351769,0.591604411241551,0.1399478246234116,0.4391732198874136,1.0019569471624266,0.9583438525624842,0.1258272098319797,0.07443993239081546,0.5004887585532747,0.591604411241551,0.14577898398272043,1.0019569471624266,0.8575,0.030333333333333334,0.5054134369609942,0.07186744525951941,10.619064441719832,0.4610470767948896,0.14530812324929973,21.010649233172977
instance_460,3112.0,51.0,3163.0,12930.0,34224.0,12.0,11.0,23.0,1.0,10647.0,2282.0,9669.0,7975.0,2.3681361175560713,0.27873163186388245,259.3333333333333,0.13936581593194122,0.13936581593194122,5.106228264306038,70.66666666666667,35.333333333333336,83.27442301612393,917.8039215686274,458.9019607843137,583.1028277634962,0.5280797101449275,0.41926718092566617,0.5313847158719791,0.9002932551319649,0.052653108929406264,1.0,0.8936535162950257,0.9093561802418303,0.48321797546423323,0.5,0.5313847158719791,0.9150474183748087,1.0,0.17648878576952823,0.6167826759474091,0.5390499490744143,0.42687549173203665,2.5401662903437114,0.4574658701445253,0.926077545440927,4.712302254559806
instance_691,1576.0,14.0,1590.0,11841.0,33368.0,5.0,4.0,9.0,1.0,10764.0,1076.0,9558.0,4667.0,2.5163415252090195,0.3016637108352335,315.2,0.15083185541761676,0.15083185541761676,9.052201257861634,255.14285714285714,127.57142857142857,57.31006289308176,1606.2857142857142,803.1428571428571,1347.197969543147,0.5686585950611365,0.37781707024694317,0.5768895153711908,0.9058761528326746,0.05352433469192041,1.0,0.7585243741765479,0.9008836393906682,0.5197103261339172,0.5,0.5768895153711908,0.9139232760177364,1.0,0.0908707034878811,0.394139008529685,0.5936072855715713,0.35941105780550126,5.695184917123693,0.39595808383233533,0.884393457473752,9.594196458757956
instance_484,2884.0,5.0,2889.0,3982.0,10490.0,2.0,1.0,3.0,1.0,1454.0,2527.0,2392.0,2866.0,2.31592164741336,0.3184329482672024,1442.0,0.1592164741336012,0.1592164741336012,1.9145032883350641,253.6,126.8,4.921772239529249,507.2,253.6,31.296463245492372,0.47273593898951377,0.4668255481410867,0.4689872045109521,0.8721516434765074,0.06043851286939943,1.0,1.1153458358540027,0.8806471125660923,0.4130122274830133,0.5,0.468987204510952,0.8736636955629783,1.0,0.6346057257659468,0.7197388247112004,0.4678916248783774,0.48549708816757237,27.417498690217798,0.5354750682212851,0.9124026436468013,58.59796848756299
instance_755,565120.0,14.0,565134.0,811876.0,1901208.0,2.0,1.0,3.0,1.0,534418.0,277457.0,540747.0,679886.0,1.7391892357946288,0.602557533416433,282560.0,0.3012787667082165,0.3012787667082165,1.8776272530054818,34943.0,17471.5,5.182523083021018,69886.0,34943.0,402.2648481738392,0.4418753760766839,0.4294690533597587,0.4217375846844843,0.7088419551551784,0.1286555705635575,1.0,1.2630815251096006,0.7427072578749099,0.3132275650638009,0.5,0.4217375846844843,0.7088595156509532,1.0,0.3417480009262498,0.8374259123314398,0.43617966202581987,0.46965683155369126,3801.541016648449,0.578630395090928,0.8329902274209892,8715.539369699945
instance_770,900.0,43.0,943.0,2626.0,6602.0,16.0,15.0,31.0,1.0,1988.0,637.0,1677.0,2237.0,2.137852246763138,0.37623762376237624,56.25,0.18811881188118812,0.18811881188118812,3.658536585365854,22.976744186046513,11.488372093023257,84.60445387062566,396.4651162790698,198.2325581395349,215.8022222222222,0.47743108149045743,0.4477431081490457,0.4734592091200569,0.8432741116751268,0.07482581036049682,1.0,1.094543147208122,0.8909761351778922,0.42184085630616985,0.5,0.47345920912005696,0.8835638747884941,1.0,0.24257425742574257,0.8518659558263518,0.46718224074370884,0.4986279110493728,1.24841923335458,0.5370342457494273,0.9358320033201586,2.672231785538803
instance_59,658.0,70.0,728.0,2370.0,5927.0,1.0,1.0,2.0,1.0,1803.0,566.0,1929.0,1682.0,2.1801687763713082,0.3206751054852321,658.0,0.16033755274261605,0.16033755274261605,3.7005494505494507,10.857142857142858,5.428571428571429,6.8791208791208796,10.857142857142858,5.428571428571429,37.86322188449848,0.5454698835836005,0.39041673696642487,0.5521579252951422,0.8824621094958243,0.0641133794499747,1.0,0.833281781626972,0.9645150752596304,0.5325646428712455,0.5,0.5521579252951423,0.976341057314529,1.0,0.23881856540084387,0.7097046413502109,0.5485848206237606,0.46154141207246396,0.35622859203172885,0.44784207470485776,1.0224321935966283,0.6493591850147881
instance_140,3276.0,384.0,3660.0,9456.0,25790.0,1.0,1.0,2.0,6.0,3946.0,5504.0,5414.0,6440.0,2.4024957698815568,0.3248730964467005,3276.0,0.16243654822335024,0.16243654822335024,3.3486338797814206,8.0,4.0,6.277595628415301,8.0,4.0,24.468864468864467,0.524777045366421,0.41566498642884836,0.5281274760102121,0.8865080537904536,0.059557968204730506,1.0,0.9055711541303384,0.9841378732421773,0.5197502510414492,0.5,0.5281274760102121,0.9904210857365874,1.0,0.5820642978003384,0.6810490693739425,0.5263461697039664,0.4937971788800518,0.3018058876886287,0.4718725239897878,1.0425275745610008,0.5733980886730378
instance_820,2116.0,102.0,2218.0,8265.0,96420.0,16.0,16.0,32.0,0.0,2.0,8263.0,7755.0,23.0,11.56152450090744,0.10453720508166969,132.25,0.052994555353902,0.051542649727767696,4.00180342651037,8.470588235294118,4.294117647058823,69.90802524797114,64.94117647058823,32.529411764705884,1331.4952741020793,0.9079444098734702,0.08751296411532879,0.9116957595546067,0.9951338755368728,0.004418170504044804,1.028169014084507,0.1013890158091931,1.038811414616817,0.9470799616830746,0.5069444444444444,0.9116957595546067,1.0431034668907297,1.028169014084507,0.9997580157289776,0.0027828191167574108,0.8922794332193065,0.1104969492371295,0.04994295936833733,0.1059028310920405,1.0257739310088152,0.0559723305379182
