instance,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95
instance_52,2.81409,6.9029,2.18636,0.0,0.0,0.0,1.64715,2.70002,0.579512,30.0,0.442448,1.80512,1.39047,2533.68,4517.5,31.0,306.708,9.89381,2.0,2.0,1.0,2243.0,0.0,1.02701,5742.0,15483.2,4904.02,118.0,59.0,1105.0,0.0,0.0,1137.0,1079.0,0.0526081,0.0263041,0.505952,0.0,0.0,0.50691,0.494048,0.0129291,0.0,29.0,0.0,0.0,0.0,,0.0,1.0,0.346008,0.000445831,-0.369791,174.0,9.75801,174.0,1.33489,0.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,2.89011,17.8315,8.4891,1.76855,6.56087,6.90036,2096.0,0.417112,0.556806,0.423202,3055.0,2468.76,3043.46,35.0,1010.0,505.0,0.0,2.0,0.5,1020.0,994.0,2184.0,0.922161,0.973696,6312.0,38944.0,18540.2
instance_20,3.72135,13.6332,2.67237,0.0,0.0,0.0,1.88071,2.21592,1.20646,0.0,1.41875,2.20612,1.82532,621.505,965.075,121.0,203.125,16.3418,2.0,2.0,1.0,445.0,0.0,0.821033,1268.0,6066.76,1189.2,0.0,0.0,112.0,0.0,0.0,305.0,430.0,0.0,0.0,0.206642,0.0,0.0,0.685393,0.793358,0.0,0.0,0.0,0.0,2.0,29.0,0.0689655,0.0651685,1.0,0.327295,0.00224719,-1.64675,10001.0,2.9207,10001.0,0.384257,0.0,5.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,3.05535,3424.18,1650.77,0.408505,4.99848,5.18201,288.0,1.87358,1.66263,1.7363,1311.0,825.784,2193.97,16.0,141001.0,70500.5,0.0,2.0,0.25,1665.0,515.0,542.0,4.02214,1.21798,1656.0,1855900.0,894719.0
instance_21,3.66019,8.46704,1.66655,0.0,0.0,0.0,2.05026,3.01851,0.493594,0.0,0.802975,3.87507,1.55543,2589.61,3850.5,70.0,186.105,8.34078,1.0,1.0,1.0,2160.0,0.0,1.5265,5859.0,18288.8,3599.74,131.0,608.0,1061.0,0.0,0.0,1395.0,354.0,0.0606481,0.281481,0.749823,0.0,0.0,0.645833,0.250177,0.0,0.0,0.0,0.0,3.0,26.0,0.115385,0.012037,1.0,0.178978,0.000462963,-0.469244,9835.0,972.3,9835.0,37.5974,0.0,5.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,5.58728,10.1152,7.92434,1.74967,25.8343,32.9795,1128.0,1.73563,0.915132,0.720199,1814.0,2247.45,1799.31,60.0,9835.0,9835.0,0.0,2.0,0.0526316,452.0,191.0,1415.0,0.454417,0.655093,7906.0,14313.0,11212.9
instance_32,2.84052,6.60212,2.51199,0.0,0.0,0.0,0.764866,0.907869,0.606708,13.0,1.35743,3.03073,1.78463,303.941,566.049,12.0,55.2309,9.34873,2.0,2.0,1.0,232.0,0.0,1.04977,660.0,1531.69,582.783,46.0,12.0,178.0,0.0,0.0,172.0,43.0,0.198276,0.0517241,0.80543,0.0,0.0,0.741379,0.19457,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.00862069,1.0,0.335357,0.00431034,-0.569137,652.0,24.3358,652.0,7.34619,0.0,5.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,2.9819,26.7919,14.5776,1.16781,3.17658,3.89189,207.0,0.788973,1.13574,0.94526,219.0,271.997,437.547,24.0,652.0,652.0,0.0,2.0,0.285714,24.0,210.0,221.0,1.05882,0.952586,659.0,5921.0,3221.65
instance_82,2.94712,2.95185,1.00074,0.0,0.0,0.0,0.488125,0.49928,0.0166215,0.0,1.18798,1.1902,0.000503628,48240.6,48270.6,25.0,58.0482,2.32193,1.0,1.0,1.0,32637.0,0.0,2.06825,96231.0,96339.7,32661.2,2188.0,1616.0,12840.0,0.0,0.0,27465.0,2940.0,0.0670405,0.0495144,0.813688,0.0,0.0,0.84153,0.186312,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,6.09537,2.01445,0.889764,2.28677,0.103103,0.416183,14880.0,1.30511,0.0440063,0.493224,15065.0,23081.6,15880.5,153.0,5.0,5.0,0.0,2.0,0.0130719,693.0,69.0,15780.0,0.048289,0.4835,96185.0,31788.0,14040.5
instance_9,5.26369,10.4239,1.90887,0.0,0.0,0.0,1.05198,1.26475,0.424711,63.0,2.02318,3.84407,1.70575,3945.02,5738.23,28.0,100.846,5.04232,1.0,1.0,1.0,2173.0,0.0,1.06676,6545.0,22651.1,4147.98,414.0,0.0,679.0,0.0,0.0,1556.0,1358.0,0.19052,0.0,0.333333,0.0,0.0,0.716061,0.666667,0.0,0.0,0.0,0.0,5.0,86.0,0.0581395,0.0395766,1.0,0.178091,0.000460193,-0.593574,26.0,3.08277,26.0,1.49588,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.61512,8.43397,3.51319,1.38468,1.39234,1.70295,1463.0,1.71473,2.20699,2.27117,3342.0,3463.81,4372.18,29.0,42.0,26.0,0.0,2.0,0.103448,2434.0,209.0,2037.0,1.2975,0.937414,11438.0,17180.0,7156.38
instance_73,2.43596,3.03223,1.24391,0.0,0.0,0.0,1.41107,1.40998,0.434511,0.0,1.03069,1.84888,0.559629,8246.89,9796.31,191.0,203.384,5.90889,2.0,2.0,1.0,6918.0,0.0,2.06816,16297.0,20977.0,8605.39,1187.0,3918.0,3091.0,0.0,0.0,1623.0,254.0,0.171581,0.566349,0.924066,0.0,0.0,0.234605,0.0759342,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.198493,0.00014455,-0.455431,10689.0,1986.48,10689.0,57.8166,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.03797,5.38087,3.95211,1.75989,34.341,46.7554,3034.0,2.57374,0.161263,0.887744,3535.0,5815.03,3460.29,101.0,10689.0,10689.0,0.0,2.0,0.029703,652.0,763.0,3345.0,0.423019,0.483521,16852.0,17999.0,13219.8
instance_49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instance_14,2.99119,3.37381,1.19435,0.0,0.0,0.0,2.32199,2.07869,0.32315,0.0,1.70699,2.28246,0.775131,16957.0,19446.4,226.0,232.82,7.82018,1.0,2.0,1.0,12595.0,0.0,1.2085,28770.0,42493.2,15042.8,4337.0,1904.0,7196.0,0.0,0.0,2516.0,3226.0,0.344343,0.151171,0.690462,0.0,0.0,0.199762,0.309538,0.0666931,0.0,840.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,3.61485,2.17242,0.912533,1.26469,1.78002,2.68539,10258.0,1.17239,0.154063,0.601875,12640.0,14576.4,10849.1,37.0,226.0,226.0,0.0,2.0,0.0540541,2610.0,1627.0,10422.0,0.406544,0.827471,37674.0,22641.0,9510.42
instance_93,2.80439,9.50672,3.24293,0.0,0.0,0.0,2.22102,5.20004,0.877085,0.0,1.2138,4.07505,2.40035,1359.95,2710.09,201.0,1627.78,11.1111,2.0,2.0,1.0,1094.0,0.0,0.993642,2997.0,10400.3,3547.77,0.0,0.0,300.0,0.0,0.0,779.0,801.0,0.0,0.0,0.27248,0.0,0.0,0.712066,0.72752,0.0,0.0,0.0,0.0,1.0,15.0,0.0666667,0.0137112,1.0,0.358866,0.000914077,-1.15051,8987150.0,550.013,8987150.0,32.9979,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.78656,16339.9,12250.3,0.55726,16.6378,22.1178,961.0,1.59877,2.86355,2.8766,1293.0,1473.47,4136.96,13.0,8987150.0,8987150.0,0.0,2.0,0.285714,383.0,324.0,1101.0,0.642144,1.0064,3068.0,17990200.0,13487500.0
