instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18,algorithm_19,algorithm_20,algorithm_21,algorithm_22,algorithm_23,algorithm_24,algorithm_25,algorithm_26,algorithm_27,algorithm_28,algorithm_29,algorithm_30,algorithm_31
instance_1457,267.8,4800.0,238.96,81.84,86.8,135.64,146.0,396.36,354.24,267.32,4800.0,4800.0,215.2,196.04,101.04,70.52,4800.0,84.88,4800.0,106.8,4800.0,1306.04,95.08,195.12,4800.0,107.28,214.48,4800.0,336.0,192.36,109.88
instance_119,1190.32,4800.0,264.32,216.12,149.68,1309.24,1934.8,2391.16,266.6,1875.48,4800.0,4800.0,1818.44,387.4,1518.88,309.92,4800.0,400.44,4800.0,111.12,4800.0,4800.0,1660.24,2906.04,4800.0,355.68,2995.32,4800.0,890.44,1395.6,668.92
instance_1480,68.36,0.08,10.64,6.8,548.08,84.6,0.56,1718.68,30.32,51.24,0.16,0.04,3.16,28.92,8.68,196.68,0.6,48.96,0.0,220.48,0.04,112.68,16.52,121.44,0.0,146.72,3.28,0.0,163.24,3.12,5.08
instance_383,1830.76,4800.0,1449.96,141.64,197.2,354.28,1174.76,1773.68,378.48,978.08,4800.0,4800.0,369.96,269.04,167.08,209.32,4800.0,94.68,4800.0,93.56,4800.0,4800.0,73.76,3223.68,4800.0,105.84,356.4,4800.0,976.2,179.44,56.16
instance_1569,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4745.2,4800.0
instance_517,4800.0,13.4,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1543.16,2647.68,2.28,4800.0,4800.0,4800.0,4800.0,42.12,4800.0,4800.0,4800.0,3466.52,4800.0,2225.6,4800.0,12.68,4800.0,4800.0,6.04,4800.0,4800.0,4800.0
instance_286,4800.0,767.24,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,378.28,4800.0,4800.0,4800.0,4800.0,4800.0,4502.8,4800.0,4800.0,2590.44,4800.0,4800.0,4800.0
instance_1562,4800.0,4800.0,145.72,234.24,54.04,749.8,2463.68,4800.0,80.88,166.68,4800.0,4800.0,248.96,200.16,302.8,244.84,4800.0,353.52,4800.0,640.2,4800.0,245.48,413.8,114.76,4800.0,221.6,238.52,4800.0,49.12,198.48,938.72
instance_1071,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,171.52,4800.0,739.72,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4432.4,4800.0
instance_1460,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4774.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4439.2,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_678,4800.0,0.0,4800.0,4800.0,4800.0,987.72,456.2,4800.0,4800.0,413.72,9.96,0.0,3.16,4800.0,4294.4,4800.0,0.32,1825.36,0.04,4800.0,0.04,4800.0,4800.0,1458.44,0.0,4800.0,3.12,0.04,208.92,2.84,4800.0
instance_1540,2273.68,4800.0,341.84,684.16,374.88,711.0,2190.08,4800.0,687.4,815.68,4800.0,4800.0,827.2,387.44,902.08,431.24,4800.0,1112.68,4800.0,966.4,4800.0,1625.88,652.6,456.32,4800.0,630.08,897.48,4800.0,397.84,482.16,1225.76
instance_597,362.6,4800.0,508.88,341.24,2084.84,560.84,97.52,423.16,66.92,459.92,4800.0,4800.0,208.08,73.16,4804.0,4804.0,4800.0,85.04,4800.0,215.4,4800.0,608.32,4804.0,280.28,4800.0,217.8,431.44,4800.0,286.92,350.92,85.44
instance_822,102.92,387.08,21.04,22.8,25.92,121.56,100.24,38.0,7.08,15.92,4800.0,126.84,27.64,102.44,11.36,8.52,58.44,81.8,4800.0,73.0,4800.0,114.28,22.76,14.08,415.16,94.92,27.36,1930.92,50.72,82.52,60.36
instance_1420,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,4804.0,4804.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_198,34.48,4800.0,68.52,17.32,14.32,19.6,3.96,39.08,28.0,15.08,4800.0,4800.0,17.36,54.28,13.36,11.76,4800.0,18.52,4800.0,11.6,4800.0,69.04,13.28,18.4,4800.0,14.6,17.28,4800.0,228.48,38.12,15.64
instance_722,174.68,4800.0,1198.32,444.92,829.56,1657.48,97.32,4800.0,131.56,108.56,4205.2,4800.0,455.64,88.36,157.88,56.64,4800.0,72.96,4800.0,1655.08,4800.0,230.76,4800.0,108.04,4800.0,1165.84,590.92,4800.0,583.92,4800.0,2830.6
instance_787,4800.0,4800.0,2346.48,4800.0,4800.0,4800.0,1460.16,4800.0,4800.0,1723.84,4800.0,4800.0,1981.76,4800.0,4800.0,3877.92,4800.0,1380.8,4800.0,4800.0,4800.0,4800.0,4800.0,2270.36,4800.0,4800.0,2385.52,4800.0,2790.48,3027.88,4800.0
instance_515,4800.0,149.0,254.84,583.12,1640.0,4800.0,636.72,4800.0,86.92,411.48,4800.0,20.6,81.16,12.24,158.92,377.44,68.36,1374.44,4800.0,880.56,1565.0,1796.32,5.44,48.0,32.72,4800.0,75.8,1.4,371.68,252.6,4800.0
instance_382,4800.0,536.36,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3035.48,4800.0,1906.12,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_665,1074.84,4800.0,334.56,1611.16,4800.0,873.24,1672.24,1352.12,492.48,635.8,4800.0,4800.0,140.48,273.4,4804.0,4804.0,4800.0,529.28,4800.0,164.64,4800.0,3699.96,4800.0,634.68,4800.0,597.6,139.08,4800.0,316.88,277.96,1539.12
instance_1383,2303.68,4800.0,903.76,1597.32,1970.92,3861.24,3728.12,3620.28,3418.32,1409.36,4800.0,4800.0,1093.36,1039.92,4800.0,4804.0,4800.0,2144.84,4800.0,1471.68,4800.0,4800.0,4800.0,1755.24,4800.0,1402.64,1021.28,4800.0,1369.28,1296.76,4359.2
instance_1282,4800.0,708.88,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1657.44,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_718,4800.0,0.12,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,403.2,0.28,3.4,4800.0,4800.0,4800.0,0.32,4800.0,0.04,4800.0,0.24,4800.0,4800.0,4800.0,0.4,4800.0,3.72,0.04,4800.0,2.92,4800.0
instance_1378,4800.0,0.32,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1745.4,0.2,2.88,4800.0,4800.0,4800.0,1.0,4800.0,0.4,4800.0,0.48,4800.0,4800.0,4800.0,0.28,4800.0,3.04,0.16,4800.0,2.44,4800.0
instance_1079,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2334.72,4800.0,4800.0,4800.0,3973.24,4800.0,4800.0,4800.0,104.16,4800.0,4800.0,4800.0,1203.16,4800.0,1793.92,1820.36,4800.0,1572.92,4800.0
instance_1464,4800.0,4800.0,2977.28,4804.0,4804.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,4804.0,4804.0,4804.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4804.0,4800.0,4800.0,4804.0,4800.0,4800.0,4710.8,4622.0,4804.0
instance_1204,4800.0,2.12,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1.32,4.28,4800.0,4800.0,4800.0,403.08,4800.0,0.04,4800.0,1.64,4800.0,4800.0,4800.0,0.12,4800.0,4.44,0.28,4800.0,3.48,4800.0
instance_347,4800.0,4800.0,352.48,698.28,187.28,1169.0,4800.0,4800.0,570.4,4800.0,4800.0,4800.0,812.68,307.36,338.6,223.4,4800.0,888.08,4800.0,396.72,4800.0,4800.0,1002.8,4800.0,4800.0,314.2,818.32,4800.0,398.12,1059.0,758.24
instance_802,4050.4,0.16,2337.88,2921.84,4800.0,1668.2,295.0,4800.0,4800.0,1310.12,44.0,0.32,3.04,2839.88,4800.0,4800.0,0.88,1017.52,0.12,4800.0,0.04,4800.0,865.44,167.2,0.12,2004.8,3.4,0.12,4800.0,2.84,4800.0
instance_901,4800.0,4800.0,84.4,2.44,2.44,12.84,1.8,16.68,9.48,3.28,4800.0,3.52,36.76,15.92,4.84,4.8,3.72,2.2,4800.0,4.92,4800.0,298.44,2.48,3.0,3.52,3.48,37.04,4800.0,3.56,35.96,5.76
instance_419,4800.0,0.0,4800.0,4800.0,4800.0,1720.4,4800.0,4800.0,4800.0,4800.0,1.36,0.04,3.28,4800.0,4800.0,4800.0,0.16,4800.0,0.0,4800.0,0.0,4800.0,4800.0,4800.0,0.04,4800.0,3.52,0.0,4800.0,2.88,4800.0
instance_159,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,56.72,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_65,4800.0,9.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4118.0,109.76,4800.0,4800.0,4800.0,4800.0,4800.0,3.88,4800.0,56.64,4800.0,4800.0,4800.0,177.44,4800.0,106.32,32.0,4800.0,66.44,4800.0
instance_1006,20.0,4800.0,7.28,3.36,2.68,9.44,6.72,16.32,6.76,5.6,4800.0,4800.0,8.52,13.96,4.68,4.28,4800.0,5.04,4800.0,3.76,4800.0,24.72,2.76,5.04,4800.0,3.56,7.08,4800.0,11.2,10.44,5.12
instance_183,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,16.8,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_1552,4804.0,4800.0,1779.64,3238.92,1542.0,4800.0,4800.0,4800.0,2206.2,2282.84,4800.0,4800.0,2092.0,1114.56,1860.4,1657.56,4800.0,3772.2,4800.0,2996.88,4800.0,4800.0,4804.0,2161.56,4800.0,4804.0,1795.52,4800.0,1820.56,1962.08,4804.0
instance_637,154.24,4800.0,52.44,80.52,90.72,144.56,256.04,335.96,77.96,105.12,4800.0,4800.0,109.68,43.44,149.96,86.88,4800.0,133.72,4800.0,102.96,4800.0,326.56,146.4,105.48,4800.0,184.04,77.92,4800.0,56.4,63.44,236.48
instance_1561,4800.0,4800.0,1057.32,4800.0,1652.28,4804.0,4800.0,4800.0,1944.8,4800.0,4800.0,4800.0,3432.48,1206.08,4804.0,1299.28,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,577.12,4511.6,4800.0,4800.0,3121.64,4800.0,1051.56,1304.92,4800.0
instance_1176,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,0.08,4800.0,0.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2710.8,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,0.0,4800.0,4800.0,0.0,4800.0
instance_882,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4569.6,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_1590,195.52,657.92,221.08,86.28,150.12,229.92,407.64,4800.0,59.32,187.24,4800.0,720.76,71.2,413.64,54.8,84.32,229.52,289.0,4800.0,201.48,4800.0,34.36,121.36,66.88,339.56,71.24,70.68,107.68,87.4,398.76,18.32
instance_273,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,353.68,4800.0,3997.84,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4013.2,4800.0,4800.0,2221.2,4800.0
instance_772,3202.96,4800.0,647.16,627.88,453.48,1804.16,2160.6,1999.4,1223.16,2149.52,4800.0,4800.0,3716.68,692.64,1397.44,798.56,4800.0,1257.6,4800.0,619.76,4800.0,1877.16,910.56,1808.16,4800.0,597.64,3094.84,4800.0,619.32,1867.52,1662.0
instance_61,5.04,4800.0,4.84,4.56,3.56,7.92,5.16,22.92,5.16,6.84,4800.0,4800.0,10.68,10.08,6.76,3.68,4800.0,4.2,4800.0,3.12,4800.0,23.08,4.0,8.36,4800.0,4.96,10.8,4800.0,2.28,4.88,3.96
instance_304,4800.0,239.84,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,156.16,4800.0,3869.0,4800.0,4800.0,4800.0,1319.8,4800.0,4800.0,287.64,4800.0,4800.0,4800.0
instance_88,4800.0,4800.0,1131.08,4800.0,4800.0,4800.0,4800.0,4800.0,2735.28,4800.0,4800.0,4800.0,4800.0,4800.0,3930.36,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4751.2,4800.0,1658.2,4800.0,4800.0
instance_1127,181.44,4800.0,131.56,65.12,68.76,197.28,664.52,235.8,71.76,265.56,4800.0,4800.0,84.72,140.84,49.44,39.16,4800.0,204.0,4800.0,46.48,4800.0,1706.68,87.44,141.36,4800.0,99.68,84.08,4800.0,401.0,62.52,54.88
instance_1257,0.04,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.64,0.08,0.12,0.4,0.24,0.28,0.08,0.16,0.04,0.28,0.08,12.84,0.0,0.08,0.08,0.04,0.12,0.04,0.04,1219.6,0.32
instance_1490,1541.36,4800.0,4800.0,3927.68,4800.0,4800.0,4800.0,4800.0,4800.0,1583.52,4800.0,4800.0,4659.2,2995.48,4800.0,4800.0,4800.0,1843.08,4800.0,4307.6,4800.0,4800.0,4800.0,4800.0,4800.0,2385.12,4735.2,4800.0,4800.0,4150.4,2172.28
instance_805,72.16,4800.0,584.76,225.52,353.04,197.6,4800.0,134.8,180.16,28.12,4800.0,4800.0,257.6,165.2,4804.0,2517.92,4800.0,4800.0,4800.0,643.76,4800.0,458.12,225.36,27.24,4800.0,709.56,318.68,4800.0,185.64,266.8,4804.0
instance_1532,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,2417.2,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0
instance_930,4800.0,4800.0,2.36,0.56,0.56,0.6,0.4,255.72,1.28,0.36,4800.0,4800.0,9.2,2.32,4.76,1.32,4800.0,0.68,4800.0,1.08,4800.0,11.68,0.56,0.4,4800.0,0.56,8.96,4800.0,1.4,12.48,1.24
instance_576,4800.0,4800.0,990.4,4800.0,684.12,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3785.6,2057.28,996.52,4800.0,4800.0,4800.0,1120.6,4800.0,4800.0,237.12,4800.0,4800.0,974.4,4601.6,4800.0,900.08,4800.0,4200.4
instance_616,4800.0,174.4,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,63.0,4800.0,2452.12,4800.0,4800.0,4800.0,2486.52,4800.0,4800.0,2358.4,4800.0,596.76,4800.0
instance_813,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,325.8,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3037.28,4800.0,259.24,4800.0,4800.0,177.2,4800.0
