instance,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143
instance_181,1.0,840.0,1192.0,3432.0,0.0,0.0,0.0,0.25,0.289748,0.353669,-931.639,48.0,0.0,792.0,0.0,0.0,0.0571429,0.0,0.942857,0.0,0.0,48.0,0.0571429,0.0,0.0,2.0,2.0,0.0,0.0,0.181132,16.2481,2.05636,1.79437,-512.0,-512.0,0.442953,0.0,1.12142,1.0,11.0,11.0,0.0,0.0,-0.910872,-2.92001,-22.62,-0.854362,-512.0,-512.0,0.0,0.0,114.034,0.0,10.3667,0.0,34.3825,0.0,2.43624,2.0,4.673,3.0,3.66667,4.0,0.128565,1.0,1.10738,3.56736,1.66667,0.282843,0.871289,1.70684,0.00830495,34.5109,5.649,7.98889,1.883,2.66296,3.26145,4.61239,2.87919,2.0,3.9384,2.0,4.08571,4.0,0.431418,1.0,0.19651,24.3391,0.278857,26.1882,0.871289,1.70684,0.240675,1.6438,11.8424,26.3266,2.36778,3.25022,5.0398,8.49942,0.0,1640.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,1192.0,840.0,3432.0,-512.0,0.0,0.0,0.0,4.0,3.0
instance_97,1.0,4111.0,3474.0,93483.0,0.0,0.0,0.0,0.0439594,0.118674,0.5,6.15074,3570.0,0.0,541.0,0.0,0.0,0.868402,0.0,0.131598,0.0,0.0,3570.0,0.868402,0.0,0.0,2.0,2.0,0.0,0.0,1.58124,0.730783,0.714715,0.631791,1.02838,0.161469,25.8915,23.0,0.71894,49.0,25.1952,24.0,0.504713,39.0,25.7827,0.726808,25.0894,0.513952,0.749913,0.427063,0.00633391,14.5565,0.0,0.0,0.0,0.0,0.0,0.0,1.01785,1.0,8.81164,1.0,6.53604,2.0,1.92709,8.0,-41.6028,-58.3885,-267.15,-5.48958,-0.178343,-4.69841,0.00186478,50.6561,0.00184843,0.0429536,0.00184843,0.0429536,0.00184843,0.0429536,26.9093,24.0,0.763422,50.0,22.7397,23.0,0.623609,41.0,-15.8201,-153.579,-13.3688,-40.4852,0.722142,0.528232,0.00746891,16.8711,0.00024325,0.0155946,0.00024325,0.0155946,0.00024325,0.0155946,1.0,0.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.05,-512.0,3438.0,4014.0,92319.0,9713.0,0.0,0.0,0.0,0.0,0.0
instance_106,1.0,3815.0,2676.0,15667.0,0.0,0.0,0.0,0.0876746,1.24549,48.4194,1196310.0,3800.0,15.0,0.0,0.0,0.0,0.996068,0.00393185,0.0,0.0,0.0,3815.0,1.0,0.0,0.0,2.28388,2.0,2.60742,0.0,0.0,0.0,0.0,0.0,0.227124,4.77941,5.85463,3.0,4.07854,8.0,4.10668,4.0,0.481419,5.0,0.688191,32.8885,0.482726,13.2447,0.24052,0.284886,0.206597,1.79231,92.1887,5025.69,92.1887,5025.69,92.1887,5025.69,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,5.85463,3.0,4.07854,8.0,4.10668,4.0,0.481419,5.0,0.688191,32.8885,0.482726,13.2447,0.24052,0.284886,0.206597,1.79231,92.1887,5025.69,92.1887,5025.69,92.1887,5025.69,0.122397,1298.0,33.0,68.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.01,-512.0,2452.0,3538.0,11893.0,4300.0,33.0,0.0,0.0,9.0,3.0
instance_149,1.0,2883.0,4289.0,81746.0,0.0,0.0,0.0,0.0385358,0.115703,0.499481,0.0,2880.0,0.0,3.0,0.0,0.0,0.998959,0.0,0.00104058,0.0,0.0,2880.0,0.998959,0.0,0.0,2.0,2.0,0.0,0.0,1.27065,0.539006,0.99115,0.0944911,1.0,0.0,19.0581,0.0,1.29325,55.0,28.3819,31.0,0.407906,24.0,17.8306,1.32356,26.554,0.348392,0.760928,0.425352,0.0636113,2.71992,0.0,0.0,0.0,0.0,0.0,0.0,0.00139893,0.0,30.8563,0.0,2.0,2.0,0.0,0.0,0.0,431884000.0,0.0,0.0,0.333333,0.0,0.0,0.0,7.0,4.24264,3.5,2.12132,4.94975,3.0,19.0595,0.0,1.29328,55.0,28.3545,31.0,0.409189,24.0,17.8306,1.32336,26.5263,0.350064,0.760923,0.425357,0.0647102,2.88858,0.00728408,0.263943,0.00364204,0.131972,0.00515062,0.186636,1.0,0.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.02,-512.0,1981.0,2597.0,73621.0,564.0,0.0,0.0,0.0,1.0,0.0
instance_160,1.0,3772.0,5527.0,117383.0,0.0,0.0,0.0,0.00143648,0.0180824,0.432432,3.0,3772.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3772.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,85.8197,3.58444,0.873874,0.379908,-998.721,-0.00148552,21.2381,4.0,3.20077,8.0,31.1196,26.0,0.705279,39.0,-506.56,-1.62603,-742.247,-1.60302,0.568269,0.869545,1.48129,1.34533,0.206787,2.32436,0.0208704,0.34772,0.0616377,0.816071,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,21.2381,4.0,3.20077,8.0,31.1196,26.0,0.705279,39.0,-506.56,-1.62603,-742.247,-1.60302,0.568269,0.869545,1.48129,1.34533,0.206787,2.32436,0.0208704,0.34772,0.0616377,0.816071,1.0,0.0,67.0,30.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.18,-512.0,4291.0,2744.0,74989.0,8361.0,67.0,148.0,3.0,63.0,0.0
instance_206,1.0,4714.0,8980.0,26940.0,0.0,0.0,0.0,0.0156979,0.0885944,0.5,0.0,4714.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4714.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,-512.0,-512.0,0.316716,1.46881,3.0,3.0,0.0,0.0,5.71489,2.0,11.7859,0.0,1.48107,0.577162,2.82138,14.545,0.666667,1.11803,0.0,0.0,0.952482,0.212744,0.476241,0.106372,0.673506,0.150433,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,3.0,3.0,0.0,0.0,5.71489,2.0,11.7859,0.0,1.48107,0.577162,2.82138,14.545,0.666667,1.11803,0.0,0.0,0.952482,0.212744,0.476241,0.106372,0.673506,0.150433,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.01,-512.0,631.0,370.0,1891.0,-512.0,0.0,0.0,0.0,0.0,3.0
instance_37,1.0,392.0,196.0,1120.0,0.0,0.0,0.0,0.00127551,0.0252538,0.5,0.0,196.0,196.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,392.0,1.0,196.0,0.5,2.0,2.0,0.0,0.0,-512.0,-512.0,-0.00510204,-13.9642,-512.0,-512.0,5.71429,6.0,0.0866025,1.0,2.85714,3.0,0.661438,4.0,2.71429,0.182321,1.35714,2.48709,-512.0,-512.0,0.323392,0.0210864,0.5,0.5,0.107483,0.109216,0.231398,0.232245,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,5.71429,6.0,0.0866025,1.0,2.85714,3.0,0.661438,4.0,2.71429,0.182321,1.35714,2.48709,-512.0,-512.0,0.323392,0.0210864,0.5,0.5,0.107483,0.109216,0.231398,0.232245,1.0,0.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,196.0,392.0,1120.0,-512.0,0.0,0.0,0.0,0.0,0.0
instance_61,1.0,164547.0,328818.0,549920.0,0.0,0.0,0.0,0.0538934,0.107789,0.46423,-406.181,146.0,0.0,164401.0,0.0,0.0,0.000887284,0.0,0.999113,0.0,0.0,146.0,0.000887284,0.0,0.0,2.0,2.0,0.0,0.0,1118.72,214.299,0.0022533,21.0427,0.0,0.0,0.500417,1.0,1.09493,1.0,1127.03,401.0,1.43598,2400.0,2604.63,573.316,5866090.0,0.526097,0.230594,1.22586,3.44072e-05,573.426,0.0,0.0,0.0,0.0,0.0,0.0,1.172,1.0,0.398456,1.0,2.34411,2.0,0.31097,1.0,-0.172053,-5.43321,-0.344122,-2.11822,1.0,0.0,0.104643,3.08595,0.0101946,0.100452,0.00509425,0.0502113,0.00720436,0.0710095,1.67241,2.0,0.351345,1.0,3.34202,2.0,17.5646,1.0,2604.46,573.353,5204.54,37.9231,0.71633,0.570911,0.104671,3.08808,0.0101855,0.100408,0.00508973,0.0501892,0.00719797,0.0709783,0.997534,0.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,1.08,-512.0,23106.0,13223.0,52613.0,-512.0,0.0,0.0,0.0,0.0,0.0
instance_92,1.0,468.0,989.0,4302.0,0.0,0.0,0.0,0.0421245,0.096602,0.428571,-180.0,234.0,0.0,234.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,234.0,0.5,0.0,0.0,2.0,2.0,0.0,0.0,1399.79,1.83927,-512.0,-512.0,-512.0,-512.0,0.955511,1.0,0.764717,2.0,4.03846,4.0,0.3183,2.0,1395.25,1.8447,5897.0,0.200204,0.999691,0.000454333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39434,2.0,1.03372,8.0,14.3462,15.0,0.651298,24.0,3.39434,1.03372,14.3462,0.651298,0.102504,0.775071,0.0149399,9.46416,1.0,0.0,0.112716,0.0756895,0.316532,0.111908,4.34985,3.0,0.697229,6.0,9.19231,5.0,0.91691,20.0,1398.64,1.84092,2955.67,1.03445,0.268883,1.32398,0.657488,1.38645,0.5,0.5,0.056358,0.0777217,0.158266,0.176946,0.00416667,7071.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,881.0,432.0,3978.0,162.0,0.0,0.0,5.0,3.0,0.0
instance_125,1.0,160.0,132.0,2770.0,0.0,0.0,0.0,0.00625,0.0559017,0.5,1.0,160.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,160.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.975309,0.226437,0.0,0.0,-512.0,-512.0,20.9848,2.0,1.37,62.0,17.3125,18.0,0.38668,18.0,0.0,140130000000.0,0.0,167119000000.0,1.0,0.0,0.11049,5.08996,1.0,0.0,0.0830349,0.0802012,0.269163,0.102889,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,20.9848,2.0,1.37,62.0,17.3125,18.0,0.38668,18.0,0.0,140130000000.0,0.0,167119000000.0,1.0,0.0,0.11049,5.08996,1.0,0.0,0.0830349,0.0802012,0.269163,0.102889,1.0,22511.0,0.0,0.0,-512.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,-512.0,-512.0,-512.0,0.0,-512.0,128.0,160.0,2668.0,80.0,0.0,0.0,0.0,0.0,0.0
