instance,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46
instance_388,770.0,94.0,864.0,2849.0,7140.0,1.0,1.0,2.0,1.0,2170.0,678.0,2319.0,2023.0,2.136188136188136,0.36995436995437,770.0,0.184977184977185,0.184977184977185,3.75,11.212765957446809,5.6063829787234045,6.890046296296297,11.212765957446809,5.6063829787234045,37.98701298701299,0.5462184873949579,0.3799719887955182,0.5542228064410122,0.8648717948717948,0.07380952380952381,1.0,0.8307692307692307,0.9564378478664193,0.5300796682309288,0.5,0.5542228064410122,0.9704535464535464,1.0,0.23797823797823797,0.7100737100737101,0.5499017087554816,0.4603353096321492,0.36624186402669145,0.44577719355898787,1.0227439619006895,0.6660133223727515
instance_714,3764.0,56.0,3820.0,16169.0,42979.0,13.0,12.0,25.0,1.0,13405.0,2763.0,12219.0,9685.0,2.3857381408868825,0.27237305955841423,289.53846153846155,0.13618652977920712,0.13618652977920712,5.2581151832460735,78.64285714285714,39.32142857142857,92.32094240837696,1100.142857142857,550.0714285714286,716.4683846971307,0.5326554829102584,0.4161101933502408,0.5363836681788723,0.9038133927401389,0.05123432373950068,1.0,0.8773861005547549,0.9108846351302378,0.4885836418789306,0.5,0.5363836681788723,0.9172601382219263,1.0,0.17088255303358277,0.5989857134021894,0.5455422897753266,0.42093335194755693,2.7077735058508625,0.4505302999550676,0.9262321718327919,4.963452983573498
instance_9,369.0,66.0,435.0,1095.0,2959.0,4.0,3.0,7.0,1.0,324.0,770.0,920.0,468.0,1.9187214611872145,0.7835616438356164,92.25,0.3917808219178082,0.3917808219178082,3.2160919540229886,13.0,6.5,14.809195402298851,54.0,27.0,39.520325203252035,0.5272051368705644,0.3278134504900304,0.538315088053308,0.7250000000000001,0.14498141263940523,1.0,0.8967948717948718,0.8370356937770121,0.450588943199334,0.5,0.538315088053308,0.8546747967479674,1.0,0.7031963470319634,0.4273972602739726,0.5313886666181712,0.3996141656331818,0.8543682257947188,0.45762545418835315,0.8527624860228733,1.6078028747433266
instance_194,9292.0,537.0,9829.0,38279.0,96824.0,1.0,1.0,2.0,1.0,29295.0,8983.0,31885.0,27094.0,2.1267013244860107,0.402727343974503,9292.0,0.2013636719872515,0.2013636719872515,4.382541458948011,28.707635009310987,14.353817504655494,7.9808729270526,28.707635009310987,14.353817504655494,77.83663366336634,0.5551103032306041,0.36528133520614725,0.5655463836477987,0.8565900126516335,0.07960836156324878,1.0,0.80144377465208,0.8893735286687102,0.502981982850671,0.5,0.5655463836477989,0.9060937617685005,1.0,0.23467175213563574,0.7078032341492725,0.5598770142286458,0.41981209919976026,0.7915731869319698,0.4344536163522013,0.9538517931845861,1.413834050720115
instance_197,1803.0,17.0,1820.0,9892.0,22077.0,2.0,1.0,3.0,19.0,8717.0,1156.0,9025.0,4099.0,2.2180549939344925,0.013748483623129802,901.5,0.006874241811564901,0.006874241811564901,3.3543956043956045,8.0,4.0,9.39065934065934,16.0,8.0,131.9961175818081,0.7234678624813153,0.27345200887801785,0.7248530149036052,0.9957425494615578,0.0030801286406667567,1.0,0.38223140495867763,1.0032103892112996,0.7271800752024294,0.5,0.724853014903605,1.0051311370050109,1.0,0.11686211079660332,0.4143752527294784,0.7320445886835051,0.26832955670575676,0.22827399150243796,0.2669616286942419,1.001396297195207,0.3118307204660327
instance_523,6833.0,30.0,6863.0,9224.0,21450.0,2.0,1.0,3.0,1.0,6220.0,3003.0,8065.0,6430.0,2.1216392020815262,0.20381613183000868,3416.5,0.10190806591500434,0.10190806591500434,1.3377531691680022,62.666666666666664,31.333333333333332,3.4607314585458253,125.33333333333333,62.666666666666664,42.6500804917313,0.5719813519813519,0.3841958041958042,0.5788962698007154,0.9233841388866249,0.04382284382284383,1.0,0.7483087456190398,0.9163599657087144,0.5304773659434863,0.5,0.5788962698007154,0.9274382182319489,1.0,0.3255637467476149,0.6970945359930616,0.5818338673896968,0.3867569933531741,7.57212108407573,0.41236471963497867,0.9248883713727247,13.014232255071061
instance_23,11965.0,56.0,12021.0,106713.0,429755.0,8.0,7.0,15.0,128.0,8610.0,97975.0,41431.0,50887.0,3.759570061754425,0.2676337465913244,1495.625,0.1338168732956622,0.1338168732956622,20.013476416271526,510.0,255.0,221.121537309708,4080.0,2040.0,36072.52929377351,0.44018801410105757,0.5265837512070831,0.4359301586510301,0.9245135405158241,0.033228234691859315,1.0,1.2717565403096638,0.9379128108264368,0.40886448042440215,0.5,0.4359301586510301,0.9288405575044482,1.0,0.9181168180071781,0.4768584895935828,0.39034987024216494,0.5861792899093271,5.624446536675653,0.6157139001806822,0.9615011320380904,14.408731667276752
instance_24,7792.0,65.0,7857.0,17312.0,39950.0,66.0,65.0,131.0,301.0,11384.0,5627.0,13069.0,9045.0,2.2205406654343807,0.08710720887245842,118.06060606060606,0.04355360443622921,0.04355360443622921,2.1652030036909764,23.2,11.6,227.59806541937127,1294.8307692307692,647.4153846153846,968.3783367556468,0.5741677096370463,0.4069586983729662,0.5770771551948389,0.9671287819339087,0.018873591989987486,1.0,0.7416514081436918,0.9702798223138266,0.5599263196038169,0.5,0.5770771551948389,0.9751964629947024,1.0,0.32503465804066545,0.5224699630314233,0.5854593486643508,0.4081620813784887,1.179183991430971,0.41284011936775383,0.9846129205022259,2.0141176225490733
instance_608,378.0,6.0,384.0,1648.0,4422.0,3.0,2.0,5.0,1.0,1387.0,260.0,1178.0,1096.0,2.3106796116504853,0.3725728155339806,126.0,0.1862864077669903,0.1862864077669903,5.580729166666667,102.33333333333333,51.166666666666664,22.8125,408.0,204.0,125.31481481481481,0.515377657168702,0.41519674355495256,0.5178571428571429,0.8652917946467749,0.06942559927634555,1.0,0.9403247038174639,0.8748178300417107,0.4530306619858859,0.5,0.5178571428571428,0.8790265850379936,1.0,0.15776699029126215,0.6650485436893204,0.5188927943760985,0.42045359444304964,4.302284710017575,0.47817258883248726,0.8739291150250055,8.291278577476714
instance_136,164.0,11.0,175.0,451.0,1105.0,7.0,6.0,13.0,1.0,327.0,123.0,314.0,334.0,2.2195121951219514,0.23059866962305986,23.428571428571427,0.11529933481152993,0.11529933481152993,3.2342857142857144,9.454545454545455,4.7272727272727275,29.771428571428572,63.27272727272727,31.636363636363637,91.48170731707317,0.48778280542986424,0.46515837104072394,0.48651348651348647,0.9035250463821893,0.047058823529411764,1.0,1.0500927643784788,0.9666427546628408,0.4702847367840195,0.5,0.4865134865134866,0.9641273360785556,1.0,0.2727272727272727,0.7405764966740577,0.48522873233870173,0.5126084138027429,0.5470174524615785,0.5158620689655172,0.995798417677075,1.1273393680235464
