instance,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46
instance_578,554.0,46.0,600.0,1353.0,3255.0,25.0,24.0,49.0,1.0,951.0,401.0,933.0,1041.0,2.147080561714708,0.2586844050258684,22.16,0.1293422025129342,0.1293422025129342,2.77,7.608695652173913,3.8043478260869565,102.73166666666667,192.69565217391303,96.34782608695652,256.96389891696754,0.48940092165898624,0.4568356374807988,0.48812392426850265,0.8901443816698054,0.05376344086021505,1.0,1.0433145009416196,0.9665773844183068,0.47180954599144886,0.5,0.4881239242685026,0.9640552870070095,1.0,0.29637841832963785,0.7694013303769401,0.48649999583461767,0.5161495181584955,0.4815906399874531,0.5145763809558076,1.0051597156214627,0.9899088265381334
instance_38,135.0,6.0,141.0,412.0,1040.0,4.0,3.0,7.0,4.0,314.0,94.0,304.0,307.0,2.2524271844660193,0.27184466019417475,33.75,0.13592233009708737,0.13592233009708737,3.6595744680851063,18.666666666666668,9.333333333333334,21.47517730496454,101.33333333333333,50.666666666666664,74.05925925925926,0.5038461538461538,0.44230769230769224,0.5043103448275862,0.8931297709923663,0.05384615384615384,1.0,0.9847328244274809,0.931965811965812,0.47000000000000003,0.5,0.5043103448275862,0.9328244274809161,1.0,0.22815533980582525,0.7451456310679612,0.5078023407022108,0.46246207195491984,1.1612483745123536,0.4913419913419913,0.939586085424923,2.286811779769526
instance_361,3235.0,10.0,3245.0,43600.0,125942.0,3.0,2.0,5.0,1.0,41171.0,2428.0,37058.0,14213.0,2.587935779816514,0.3006422018348624,1078.3333333333333,0.1503211009174312,0.1503211009174312,15.976887519260401,1310.8,655.4,58.36209553158706,5242.4,2621.2,2382.3975270479136,0.5883422527830271,0.3596179193597052,0.5986050303986387,0.9115483757776968,0.05203982785726763,1.0,0.6996909456523206,0.8986898043914476,0.5379602376766892,0.5,0.5986050303986388,0.914366145100039,1.0,0.05568807339449541,0.3259862385321101,0.6135299711450949,0.3340096048949754,17.35741717989217,0.3728696979529905,0.864257458423444,28.291066445370575
instance_539,1233.0,18.0,1251.0,8355.0,30391.0,4.0,3.0,7.0,32.0,1310.0,7013.0,3502.0,4339.0,3.3660083782166366,0.27145421903052064,308.25,0.13572710951526032,0.13572710951526032,13.737809752198242,126.0,63.0,71.56514788169464,504.0,252.0,1534.500405515004,0.4345036359448521,0.5281826856635188,0.42922163353838494,0.914123438091632,0.0373136783916291,1.0,1.3014767133661493,0.938881732898738,0.402988351094146,0.5,0.42922163353838494,0.9274683058009988,1.0,0.839377618192699,0.5193297426690604,0.40022375710964764,0.5777003873817578,2.111972345229083,0.6062326583307774,0.9631931811733492,5.276978959173767
instance_105,991.0,35.0,1026.0,2890.0,6902.0,2.0,1.0,3.0,3.0,1900.0,987.0,2071.0,2257.0,2.3640138408304496,0.02422145328719723,495.5,0.012110726643598616,0.012110726643598616,3.5,2.0,1.0,6.631578947368421,4.0,2.0,28.756811301715437,0.47971602434077076,0.5152129817444219,0.4795081967213115,0.9894291754756872,0.005070993914807302,1.0,1.0845665961945032,1.0248176796032447,0.49140847751467054,0.5,0.47950819672131145,1.02437369731388,1.0,0.341522491349481,0.7809688581314879,0.4671887235708692,0.5459538351032432,0.1606891151135474,0.5331749802058591,1.024666442426281,0.34394904458598724
instance_527,888.0,15.0,903.0,2620.0,6112.0,2.0,1.0,3.0,1.0,1746.0,873.0,1889.0,1390.0,2.282442748091603,0.050381679389312976,444.0,0.025190839694656488,0.025190839694656488,2.9003322259136213,8.8,4.4,8.315614617940199,17.6,8.8,53.31306306306306,0.5714986910994765,0.4177028795811518,0.573076923076923,0.981105067277412,0.010798429319371727,1.0,0.7497852848554251,0.9949302214518183,0.5701715499858497,0.5,0.573076923076923,0.9976777880084492,1.0,0.333206106870229,0.5305343511450382,0.5743197278911565,0.4252614221364221,0.45047619047619053,0.42455110497237564,0.9990160456101327,0.7843648208469056
instance_143,782.0,21.0,803.0,2565.0,6559.0,7.0,6.0,13.0,1.0,1997.0,567.0,1839.0,1835.0,2.3060428849902532,0.2510721247563353,111.71428571428571,0.12553606237816764,0.12553606237816764,4.042341220423412,30.666666666666668,15.333333333333334,39.666251556662516,244.1904761904762,122.0952380952381,159.87340153452686,0.5051074858972403,0.4457996645830156,0.5056635672020288,0.9028071234530637,0.04909284951974386,1.0,0.9797766374886809,0.9260318205515234,0.4682605537226723,0.5,0.5056635672020288,0.92705130451766,1.0,0.22105263157894736,0.7153996101364523,0.5075981263623294,0.4649234992171826,1.515644197295843,0.49174767877230985,0.9441952277364654,2.9859136954614343
instance_285,15554.0,44.0,15598.0,40386.0,93118.0,23.0,22.0,45.0,43.0,27954.0,12389.0,22541.0,22738.0,2.3035210221363838,0.0021789729114049423,676.2608695652174,0.0010894864557024712,0.0010894864557024712,3.011091165534043,2.0,1.0,71.35485318630593,46.0,23.0,241.5120226308345,0.49561846259584613,0.5039090186644902,0.49561431796194777,0.9990466078741522,0.0004725187396636526,1.0,1.017681090333904,1.0018811434613253,0.49654663959552103,0.5,0.49561431796194777,1.0018727651807269,1.0,0.3067647204476799,0.5630168870400634,0.4954568161810238,0.5055104042848538,0.16263074913121014,0.5045473561176052,1.0019170221636067,0.3282440443241176
instance_455,10520.0,229.0,10749.0,31201.0,73787.0,2.0,1.0,3.0,3.0,20527.0,10671.0,23277.0,24921.0,2.350213134194417,0.01467901669818275,5260.0,0.007339508349091375,0.007339508349091375,3.532142524886036,2.0,1.0,5.442366731789003,4.0,2.0,24.128136882129276,0.48545136677192463,0.51144510550639,0.4853604985749157,0.9936069235064209,0.003103527721685392,1.0,1.0599385817978781,1.0154258898326243,0.49284761615504,0.5,0.4853604985749158,1.0152358194648783,1.0,0.34200826896573827,0.7987243998589789,0.47088032850643535,0.5364048967273473,0.19444469568835304,0.5293629440466961,1.0137685775567904,0.41293866810088165
instance_294,7678.0,44.0,7722.0,20637.0,47253.0,2.0,1.0,3.0,49.0,14560.0,6028.0,12077.0,12737.0,2.285458157677957,0.004264185685903959,3839.0,0.0021320928429519794,0.0021320928429519794,3.119269619269619,2.0,1.0,9.34071484071484,4.0,2.0,33.784839802031776,0.4902545870103486,0.5088142551795654,0.49023640411321956,0.9981006647673314,0.000931157810086132,1.0,1.0397565397565398,1.003857671109798,0.4921275749263384,0.5,0.49023640411321956,1.0038204393505252,1.0,0.2920967194844212,0.6171924213790764,0.4902364041132195,0.5120593830656687,0.10914873317078341,0.5097757555601157,1.0045036310898083,0.2226450999048525
