instance,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46
instance_52,436016.0,2346.0,438362.0,1170168.0,2670926.0,2.0,1.0,3.0,2719.0,834140.0,333309.0,624530.0,674878.0,2.2785053086394433,0.004009680661238386,218008.0,0.002004840330619193,0.002004840330619193,3.1139993886331387,2.0,1.0,9.326330749471898,4.0,2.0,32.970996477193495,0.4889191988097012,0.5102024541301405,0.48889969897615887,0.9982034923924106,0.0008783470601581622,1.0,1.045327740114422,1.003614390416934,0.4906667733629802,0.5,0.4888996989761589,1.0035743627117397,1.0,0.28483858727977523,0.5767359900458737,0.4889001707954527,0.5132600941833183,0.10960362503409783,0.5111128661577253,1.0042266986904167,0.224184059612354
instance_408,84.0,4.0,88.0,329.0,894.0,2.0,1.0,3.0,9.0,210.0,110.0,225.0,155.0,1.987841945288754,0.729483282674772,42.0,0.3890577507598784,0.3404255319148936,4.090909090909091,60.0,32.0,9.340909090909092,120.0,64.0,34.57142857142857,0.5973154362416108,0.2595078299776286,0.6452599388379204,0.7902621722846441,0.12527964205816552,1.1428571428571428,0.6741573033707865,0.7663790348354107,0.4945136891445617,0.5333333333333333,0.6452599388379205,0.8278937042981986,1.1428571428571428,0.3343465045592705,0.47112462006079026,0.5561555075593952,0.32016867222050804,2.6609071274298053,0.4125364431486881,0.7213532614992468,4.784466019417476
instance_242,19829.0,137.0,19966.0,58930.0,137502.0,2.0,1.0,3.0,1.0,39286.0,19643.0,42480.0,29361.0,2.2867809265229933,0.04652978109621585,9914.5,0.023264890548107924,0.023264890548107924,2.951517579885806,20.014598540145986,10.007299270072993,8.595762796754483,40.02919708029197,20.014598540145986,88.11034343638106,0.5714244156448632,0.418604820293523,0.5728777085188483,0.9825510359924655,0.009970764061613648,1.0,0.750012727180166,0.9868297669822808,0.565332775606998,0.5,0.5728777085188483,0.9893395524043355,1.0,0.3333276769048023,0.49823519429832,0.5732596998299235,0.4228235955878948,0.9936332575429287,0.42572752389787444,0.9908218075944064,1.7333038722898593
instance_641,518.0,72.0,590.0,1540.0,4032.0,4.0,3.0,7.0,1.0,586.0,953.0,1262.0,726.0,1.9506493506493507,0.6675324675324675,129.5,0.33376623376623377,0.33376623376623377,3.169491525423729,14.277777777777779,7.138888888888889,15.76271186440678,61.666666666666664,30.833333333333332,47.222007722007724,0.5362103174603174,0.3363095238095238,0.5486018641810918,0.7622571692876965,0.12748015873015872,1.0,0.8649398704902868,0.8485973218116076,0.4655420726849298,0.5,0.5486018641810918,0.8682079727408126,1.0,0.6188311688311688,0.4714285714285714,0.5424579356489225,0.3967378069513266,0.894994916199285,0.44567543749213145,0.86710673807448,1.6498881431767338
instance_232,20.0,20.0,40.0,22.0,97.0,20.0,20.0,40.0,1.0,3.0,18.0,3.0,4.0,2.772727272727273,1.6363636363636365,1.0,0.8181818181818182,0.8181818181818182,1.0,1.8,0.9,21.45,37.8,18.0,53.3,0.5876288659793815,0.2268041237113402,0.6393442622950819,0.6842105263157895,0.18556701030927836,1.0,0.7017543859649122,1.2577319587628866,0.8041237113402062,0.5,0.639344262295082,1.368421052631579,1.0,0.8181818181818182,0.18181818181818182,0.5964252116650988,0.4684854186265287,0.37253057384760113,0.36350364963503645,1.1608391608391608,0.6246056782334385
instance_644,360.0,2.0,362.0,5150.0,14494.0,3.0,2.0,5.0,0.0,4224.0,926.0,4224.0,310.0,2.533980582524272,0.2803883495145631,120.0,0.16,0.1203883495145631,12.441988950276244,722.0,412.0,43.03867403314917,2370.0,1338.0,1132.0333333333333,0.6892507244376983,0.2538981647578308,0.718007662835249,0.937937937937938,0.04277632123637367,1.3290322580645162,0.4508508508508509,0.9053746377811508,0.6500659276635543,0.5706371191135734,0.7180076628352491,0.9431487042598155,1.3290322580645162,0.17980582524271846,0.06019417475728155,0.6640358821753568,0.27980525486024255,8.05589338853668,0.30993899216986115,0.8328426757951789,12.131713970253946
instance_30,805.0,24.0,829.0,3461.0,9197.0,9.0,8.0,17.0,2.0,2868.0,591.0,2654.0,2068.0,2.404218433978619,0.2531060387171338,89.44444444444444,0.1265530193585669,0.1265530193585669,5.215922798552473,36.5,18.25,51.0832328106152,234.16666666666666,117.08333333333333,365.81490683229816,0.5298466891377623,0.4225290855713819,0.5329888234587189,0.9101169710650523,0.047624225290855714,1.0,0.8873383952390724,0.931725508655604,0.4965992826448268,0.5,0.5329888234587189,0.9372508931837619,1.0,0.17075989598381972,0.597515169026293,0.5550044659275994,0.42785449136560133,1.0199346748629572,0.44154335808811207,0.9614804163315257,1.8377053473944625
instance_228,4984.0,50.0,5034.0,15588.0,55567.0,11.0,10.0,21.0,229.0,64.0,15295.0,1332.0,12041.0,3.487105465742879,0.07762381318963305,453.09090909090907,0.04529124967924044,0.03233256351039261,6.991060786650775,24.2,14.12,72.84644417957887,264.56,154.36,380.9580658105939,0.36665646876743396,0.6206381485414004,0.3655462957852715,0.9752625895749485,0.009070131552900103,1.4007936507936507,1.7273485815254737,0.9880381342887987,0.361173680083861,0.5834710743801653,0.3655462957852715,0.9850465240610535,1.4007936507936507,0.981203489863998,0.7724531691044393,0.37695450877118464,0.6160513691384959,0.9425252516671622,0.6239556302544377,0.9887742994873051,2.500368691011692
instance_625,264.0,15.0,279.0,735.0,1803.0,9.0,8.0,17.0,1.0,534.0,200.0,518.0,540.0,2.235374149659864,0.21768707482993196,29.333333333333332,0.10884353741496598,0.10884353741496598,3.2867383512544803,10.666666666666666,5.333333333333333,40.66308243727599,97.6,48.8,132.10227272727272,0.4914032168607876,0.4642262895174709,0.49056603773584906,0.9097065462753949,0.04437049362174154,1.0,1.0349887133182845,0.9630350930267736,0.4724323097867192,0.5,0.49056603773584906,0.9613944182228608,1.0,0.272108843537415,0.7346938775510204,0.48944691958057696,0.504748272518625,0.612717699473471,0.5112973936503349,0.9886303537801995,1.2518573004781168
instance_120,2888.0,235.0,3123.0,10273.0,25320.0,1.0,1.0,2.0,1.0,7392.0,2880.0,7925.0,6058.0,2.0811836853888837,0.3835296408059963,2888.0,0.19176482040299814,0.19176482040299814,3.4806276016650655,16.76595744680851,8.382978723404255,6.33045148895293,16.76595744680851,8.382978723404255,65.24376731301939,0.5706951026856241,0.3515007898894155,0.5837231057062674,0.8636678200692041,0.07780410742496051,1.0,0.7522491349480969,0.9131009504929697,0.532998122645101,0.5,0.5837231057062675,0.9339454993338381,1.0,0.2803465394724034,0.5897011583763263,0.5766595289079229,0.41217146043289227,0.5606004829377192,0.4162768942937325,0.9736169550943888,0.9721515987074448
